battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
CWorth_48V_50Ah_339,CWorth,Gel,50.0,48.0,0.84,122652
Growatt_24V_190Ah_340,Growatt,Gel,190.0,24.0,0.84,162330
Genus_48V_60Ah_341,Genus,LiFePO4,60.0,48.0,0.83,869851
Blue Carbon_24V_80Ah_342,Blue Carbon,LiFePO4,80.0,24.0,0.85,148728
Felicity_24V_70Ah_343,Felicity,LiFePO4,70.0,24.0,0.82,138489
Techfine_12V_250Ah_344,Techfine,Tubular,250.0,12.0,0.83,361076
BSL_12V_160Ah_345,BSL,AGM,160.0,12.0,0.85,182203
Techfine_48V_260Ah_346,Techfine,LiFePO4,260.0,48.0,0.83,326043
Blue Carbon_48V_60Ah_347,Blue Carbon,Tubular,60.0,48.0,0.84,108609
Blue Carbon_24V_70Ah_348,Blue Carbon,LiFePO4,70.0,24.0,0.82,88616
CWorth_48V_210Ah_349,CWorth,Tubular,210.0,48.0,0.84,127943
CWorth_48V_120Ah_350,CWorth,Gel,120.0,48.0,0.84,63400
Amaron Quanta_12V_70Ah_351,Amaron Quanta,LiFePO4,70.0,12.0,0.83,895432
Amaron Quanta_24V_40Ah_352,Amaron Quanta,AGM,40.0,24.0,0.82,865512
Techfine_12V_40Ah_353,Techfine,LiFePO4,40.0,12.0,0.84,311829
Exulted_12V_90Ah_354,Exulted,Tubular,90.0,12.0,0.84,738420
Pylontech_24V_60Ah_355,Pylontech,AGM,60.0,24.0,0.84,697188
Blue Carbon_12V_300Ah_356,Blue Carbon,Tubular,300.0,12.0,0.82,129286
Amaron Quanta_24V_100Ah_357,Amaron Quanta,Tubular,100.0,24.0,0.84,628611
Exulted_24V_200Ah_358,Exulted,AGM,200.0,24.0,0.83,579944
Growatt_48V_280Ah_359,Growatt,AGM,280.0,48.0,0.82,254419
CWorth_12V_110Ah_360,CWorth,AGM,110.0,12.0,0.85,108010
Multipower_48V_100Ah_361,Multipower,LiFePO4,100.0,48.0,0.83,54920
Multipower_24V_90Ah_362,Multipower,LiFePO4,90.0,24.0,0.84,56733
Techfine_12V_280Ah_363,Techfine,Gel,280.0,12.0,0.82,249476
Exulted_12V_130Ah_364,Exulted,LiFePO4,130.0,12.0,0.84,632031
BYD_48V_120Ah_365,BYD,AGM,120.0,48.0,0.82,504274
Pylontech_24V_290Ah_366,Pylontech,Tubular,290.0,24.0,0.84,758906
Felicity_12V_50Ah_367,Felicity,Tubular,50.0,12.0,0.82,55296
Luminous_12V_150Ah_368,Luminous,Gel,150.0,12.0,0.84,204395
Genus_12V_30Ah_369,Genus,Tubular,30.0,12.0,0.85,430966
Luminous_48V_160Ah_370,Luminous,Gel,160.0,48.0,0.84,307146
Exulted_12V_210Ah_371,Exulted,Tubular,210.0,12.0,0.84,823680
Genus_12V_250Ah_372,Genus,Gel,250.0,12.0,0.83,786635
Techfine_12V_150Ah_373,Techfine,LiFePO4,150.0,12.0,0.84,368260
Blue Carbon_24V_250Ah_374,Blue Carbon,AGM,250.0,24.0,0.85,101780
Blue Carbon_48V_130Ah_375,Blue Carbon,LiFePO4,130.0,48.0,0.83,111766
Luminous_24V_200Ah_376,Luminous,Tubular,200.0,24.0,0.83,349300
Multipower_24V_110Ah_377,Multipower,Tubular,110.0,24.0,0.83,73414
Techfine_12V_230Ah_378,Techfine,Gel,230.0,12.0,0.85,203701
BYD_12V_240Ah_379,BYD,Gel,240.0,12.0,0.82,575440
Felicity_24V_250Ah_380,Felicity,Gel,250.0,24.0,0.82,108849
Multipower_24V_200Ah_381,Multipower,Tubular,200.0,24.0,0.82,107853
Luminous_24V_150Ah_382,Luminous,Gel,150.0,24.0,0.84,317096
Multipower_48V_260Ah_383,Multipower,Gel,260.0,48.0,0.84,108794
CWorth_12V_300Ah_384,CWorth,LiFePO4,300.0,12.0,0.83,83015
Felicity_12V_300Ah_385,Felicity,Gel,300.0,12.0,0.84,82830
Genus_48V_260Ah_386,Genus,LiFePO4,260.0,48.0,0.85,766993
Felicity_48V_90Ah_387,Felicity,Gel,90.0,48.0,0.85,137459
Pylontech_12V_240Ah_388,Pylontech,AGM,240.0,12.0,0.85,689200
Multipower_24V_200Ah_389,Multipower,Tubular,200.0,24.0,0.84,117889
Blue Carbon_12V_40Ah_390,Blue Carbon,Tubular,40.0,12.0,0.83,126487
BSL_48V_80Ah_391,BSL,Tubular,80.0,48.0,0.83,275702
Growatt_48V_20Ah_392,Growatt,AGM,20.0,48.0,0.84,310251
Blue Carbon_48V_160Ah_393,Blue Carbon,Tubular,160.0,48.0,0.83,145137
Luminous_48V_30Ah_394,Luminous,Tubular,30.0,48.0,0.83,359645
Blue Carbon_48V_110Ah_395,Blue Carbon,LiFePO4,110.0,48.0,0.84,144098
Multipower_24V_220Ah_396,Multipower,Tubular,220.0,24.0,0.83,50267
Amaron Quanta_48V_240Ah_397,Amaron Quanta,LiFePO4,240.0,48.0,0.82,632177
Techfine_24V_230Ah_398,Techfine,LiFePO4,230.0,24.0,0.83,293363
Luminous_12V_260Ah_399,Luminous,LiFePO4,260.0,12.0,0.83,391370
Felicity_12V_290Ah_400,Felicity,AGM,290.0,12.0,0.84,97495
Growatt_12V_210Ah_401,Growatt,LiFePO4,210.0,12.0,0.84,368411
CWorth_24V_300Ah_402,CWorth,LiFePO4,300.0,24.0,0.83,101172
Pylontech_48V_190Ah_403,Pylontech,LiFePO4,190.0,48.0,0.84,879202
Felicity_24V_90Ah_404,Felicity,AGM,90.0,24.0,0.83,105957
Felicity_24V_80Ah_405,Felicity,AGM,80.0,24.0,0.83,143583
Techfine_24V_100Ah_406,Techfine,AGM,100.0,24.0,0.82,182489
Growatt_48V_200Ah_407,Growatt,Tubular,200.0,48.0,0.82,224391
Luminous_48V_210Ah_408,Luminous,Gel,210.0,48.0,0.85,221606
Genus_24V_150Ah_409,Genus,AGM,150.0,24.0,0.83,713334
Blue Carbon_12V_80Ah_410,Blue Carbon,AGM,80.0,12.0,0.83,122406
Amaron Quanta_24V_130Ah_411,Amaron Quanta,AGM,130.0,24.0,0.82,855120
BSL_48V_270Ah_412,BSL,Tubular,270.0,48.0,0.84,378836
BSL_48V_70Ah_413,BSL,Gel,70.0,48.0,0.83,377325
Pylontech_24V_100Ah_414,Pylontech,Tubular,100.0,24.0,0.82,513420
Felicity_24V_70Ah_415,Felicity,Gel,70.0,24.0,0.85,134812
Blue Carbon_24V_120Ah_416,Blue Carbon,AGM,120.0,24.0,0.83,139969
Amaron Quanta_12V_20Ah_417,Amaron Quanta,Gel,20.0,12.0,0.84,609433
Felicity_12V_20Ah_418,Felicity,AGM,20.0,12.0,0.82,120286
BYD_12V_200Ah_419,BYD,LiFePO4,200.0,12.0,0.85,890997
Pylontech_12V_140Ah_420,Pylontech,LiFePO4,140.0,12.0,0.82,697875
BSL_48V_150Ah_421,BSL,AGM,150.0,48.0,0.83,222982
Exulted_48V_260Ah_422,Exulted,AGM,260.0,48.0,0.84,649398
Genus_48V_200Ah_423,Genus,AGM,200.0,48.0,0.83,450105
Techfine_12V_90Ah_424,Techfine,Gel,90.0,12.0,0.83,306236
Luminous_24V_280Ah_425,Luminous,LiFePO4,280.0,24.0,0.82,240603
Pylontech_12V_140Ah_426,Pylontech,Gel,140.0,12.0,0.83,440085
Felicity_48V_110Ah_427,Felicity,AGM,110.0,48.0,0.82,130838
Multipower_24V_40Ah_428,Multipower,LiFePO4,40.0,24.0,0.82,70037
Techfine_48V_30Ah_429,Techfine,AGM,30.0,48.0,0.85,214723
Techfine_48V_220Ah_430,Techfine,Tubular,220.0,48.0,0.85,387881
CWorth_48V_180Ah_431,CWorth,Tubular,180.0,48.0,0.85,105189
Amaron Quanta_48V_280Ah_432,Amaron Quanta,AGM,280.0,48.0,0.84,462998
Felicity_48V_90Ah_433,Felicity,LiFePO4,90.0,48.0,0.85,70529
Multipower_12V_240Ah_434,Multipower,LiFePO4,240.0,12.0,0.82,121478
Genus_24V_290Ah_435,Genus,LiFePO4,290.0,24.0,0.83,510698
Growatt_24V_210Ah_436,Growatt,Gel,210.0,24.0,0.83,234162
Exulted_24V_250Ah_437,Exulted,AGM,250.0,24.0,0.82,585021
Blue Carbon_12V_30Ah_438,Blue Carbon,AGM,30.0,12.0,0.84,92075
Blue Carbon_24V_60Ah_439,Blue Carbon,LiFePO4,60.0,24.0,0.84,119320
Techfine_24V_280Ah_440,Techfine,Tubular,280.0,24.0,0.84,172067
Techfine_12V_60Ah_441,Techfine,AGM,60.0,12.0,0.82,339417
Multipower_24V_140Ah_442,Multipower,LiFePO4,140.0,24.0,0.84,85726
Felicity_48V_100Ah_443,Felicity,AGM,100.0,48.0,0.85,98920
Multipower_12V_150Ah_444,Multipower,LiFePO4,150.0,12.0,0.82,81359
Growatt_48V_180Ah_445,Growatt,Gel,180.0,48.0,0.82,223433
Growatt_24V_60Ah_446,Growatt,Gel,60.0,24.0,0.83,262585
Growatt_12V_60Ah_447,Growatt,Tubular,60.0,12.0,0.83,346452
Felicity_24V_140Ah_448,Felicity,AGM,140.0,24.0,0.84,136825
BYD_48V_120Ah_449,BYD,LiFePO4,120.0,48.0,0.83,698010
BYD_12V_160Ah_450,BYD,Tubular,160.0,12.0,0.83,804201
BSL_24V_260Ah_451,BSL,LiFePO4,260.0,24.0,0.83,355532
Techfine_12V_150Ah_452,Techfine,Gel,150.0,12.0,0.82,371267
Felicity_12V_230Ah_453,Felicity,Gel,230.0,12.0,0.84,77043
Genus_24V_270Ah_454,Genus,Gel,270.0,24.0,0.84,856676
Genus_48V_40Ah_455,Genus,AGM,40.0,48.0,0.83,429971
Felicity_48V_270Ah_456,Felicity,LiFePO4,270.0,48.0,0.84,86423
BSL_24V_260Ah_457,BSL,Gel,260.0,24.0,0.85,295955
Amaron Quanta_48V_120Ah_458,Amaron Quanta,AGM,120.0,48.0,0.82,424926
CWorth_12V_120Ah_459,CWorth,Gel,120.0,12.0,0.84,50311
BSL_24V_140Ah_460,BSL,AGM,140.0,24.0,0.85,285530
Genus_12V_20Ah_461,Genus,LiFePO4,20.0,12.0,0.84,853370
Blue Carbon_24V_230Ah_462,Blue Carbon,AGM,230.0,24.0,0.84,135584
Growatt_12V_250Ah_463,Growatt,Gel,250.0,12.0,0.83,167601
Blue Carbon_12V_280Ah_464,Blue Carbon,Gel,280.0,12.0,0.85,104048
BSL_48V_200Ah_465,BSL,AGM,200.0,48.0,0.83,208226
Blue Carbon_24V_160Ah_466,Blue Carbon,Gel,160.0,24.0,0.83,104954
Multipower_24V_20Ah_467,Multipower,Tubular,20.0,24.0,0.82,70713
Felicity_48V_70Ah_468,Felicity,LiFePO4,70.0,48.0,0.84,115121
Felicity_12V_80Ah_469,Felicity,AGM,80.0,12.0,0.84,113276
Techfine_48V_200Ah_470,Techfine,Gel,200.0,48.0,0.84,171251
Blue Carbon_24V_140Ah_471,Blue Carbon,AGM,140.0,24.0,0.82,107367
Growatt_24V_200Ah_472,Growatt,Gel,200.0,24.0,0.84,389960
Luminous_12V_210Ah_473,Luminous,AGM,210.0,12.0,0.84,374552
Felicity_24V_50Ah_474,Felicity,LiFePO4,50.0,24.0,0.83,103210
Luminous_12V_230Ah_475,Luminous,Gel,230.0,12.0,0.83,292375
Techfine_48V_150Ah_476,Techfine,Tubular,150.0,48.0,0.83,209768
Growatt_48V_160Ah_477,Growatt,Tubular,160.0,48.0,0.84,336418
Amaron Quanta_24V_220Ah_478,Amaron Quanta,LiFePO4,220.0,24.0,0.82,443016
Blue Carbon_12V_90Ah_479,Blue Carbon,Tubular,90.0,12.0,0.84,97228
Luminous_24V_100Ah_480,Luminous,LiFePO4,100.0,24.0,0.84,181343
Techfine_48V_80Ah_481,Techfine,LiFePO4,80.0,48.0,0.83,280064
Blue Carbon_48V_170Ah_482,Blue Carbon,Tubular,170.0,48.0,0.82,139995
BYD_24V_280Ah_483,BYD,Tubular,280.0,24.0,0.82,467983
Blue Carbon_24V_160Ah_484,Blue Carbon,Tubular,160.0,24.0,0.82,89549
Luminous_24V_60Ah_485,Luminous,Tubular,60.0,24.0,0.84,170396
BSL_12V_60Ah_486,BSL,Gel,60.0,12.0,0.82,194194
Growatt_12V_250Ah_487,Growatt,Tubular,250.0,12.0,0.82,373293
BSL_12V_110Ah_488,BSL,Gel,110.0,12.0,0.84,276866
BYD_48V_70Ah_489,BYD,Tubular,70.0,48.0,0.83,494098
CWorth_48V_40Ah_490,CWorth,LiFePO4,40.0,48.0,0.84,113248
CWorth_48V_280Ah_491,CWorth,AGM,280.0,48.0,0.82,53956
Blue Carbon_48V_100Ah_492,Blue Carbon,LiFePO4,100.0,48.0,0.85,67910
BYD_12V_100Ah_493,BYD,LiFePO4,100.0,12.0,0.83,630589
Blue Carbon_12V_80Ah_494,Blue Carbon,LiFePO4,80.0,12.0,0.83,59861
Growatt_24V_210Ah_495,Growatt,LiFePO4,210.0,24.0,0.84,360689
Luminous_24V_250Ah_496,Luminous,Tubular,250.0,24.0,0.84,192652
CWorth_12V_170Ah_497,CWorth,AGM,170.0,12.0,0.82,99832
Amaron Quanta_48V_290Ah_498,Amaron Quanta,Tubular,290.0,48.0,0.85,761423
Felicity_48V_20Ah_499,Felicity,Gel,20.0,48.0,0.83,82388
Blue Carbon_12V_160Ah_500,Blue Carbon,AGM,160.0,12.0,0.84,83243
Blue Carbon_48V_20Ah_501,Blue Carbon,LiFePO4,20.0,48.0,0.83,82057
Luminous_12V_140Ah_502,Luminous,AGM,140.0,12.0,0.85,254438
Luminous_12V_300Ah_503,Luminous,Tubular,300.0,12.0,0.83,365764
Multipower_24V_190Ah_504,Multipower,Tubular,190.0,24.0,0.82,62584
Luminous_12V_110Ah_505,Luminous,Gel,110.0,12.0,0.82,298650
Felicity_12V_140Ah_506,Felicity,LiFePO4,140.0,12.0,0.84,102735
Blue Carbon_48V_140Ah_507,Blue Carbon,AGM,140.0,48.0,0.83,75489
CWorth_48V_300Ah_508,CWorth,LiFePO4,300.0,48.0,0.84,96794
Techfine_48V_270Ah_509,Techfine,AGM,270.0,48.0,0.83,171290
CWorth_24V_220Ah_510,CWorth,LiFePO4,220.0,24.0,0.85,135705
Techfine_48V_30Ah_511,Techfine,AGM,30.0,48.0,0.83,289123
Multipower_24V_20Ah_512,Multipower,AGM,20.0,24.0,0.83,70353
Luminous_24V_80Ah_513,Luminous,Tubular,80.0,24.0,0.85,374701
Exulted_12V_210Ah_514,Exulted,AGM,210.0,12.0,0.84,554981
BYD_12V_280Ah_515,BYD,LiFePO4,280.0,12.0,0.83,576603
BYD_48V_110Ah_516,BYD,LiFePO4,110.0,48.0,0.85,891957
Felicity_24V_200Ah_517,Felicity,Tubular,200.0,24.0,0.83,122309
Multipower_12V_170Ah_518,Multipower,AGM,170.0,12.0,0.83,57187
BSL_12V_250Ah_519,BSL,AGM,250.0,12.0,0.84,323468
Multipower_48V_50Ah_520,Multipower,Gel,50.0,48.0,0.85,69949
Genus_12V_60Ah_521,Genus,Gel,60.0,12.0,0.82,755775
BSL_24V_110Ah_522,BSL,Gel,110.0,24.0,0.82,351207
Blue Carbon_12V_220Ah_523,Blue Carbon,Tubular,220.0,12.0,0.83,89836
Felicity_24V_130Ah_524,Felicity,Gel,130.0,24.0,0.82,101612
Growatt_48V_190Ah_525,Growatt,Gel,190.0,48.0,0.82,360066
Techfine_12V_30Ah_526,Techfine,Gel,30.0,12.0,0.84,387556
Growatt_48V_150Ah_527,Growatt,Gel,150.0,48.0,0.83,166230
Growatt_12V_300Ah_528,Growatt,LiFePO4,300.0,12.0,0.85,330845
Blue Carbon_12V_180Ah_529,Blue Carbon,Gel,180.0,12.0,0.84,108139
CWorth_12V_230Ah_530,CWorth,Tubular,230.0,12.0,0.84,61961
Genus_48V_210Ah_531,Genus,AGM,210.0,48.0,0.85,623422
Techfine_24V_20Ah_532,Techfine,Tubular,20.0,24.0,0.84,178648
Genus_48V_80Ah_533,Genus,Tubular,80.0,48.0,0.84,848767
Luminous_12V_230Ah_534,Luminous,Tubular,230.0,12.0,0.82,285726
Growatt_24V_30Ah_535,Growatt,Tubular,30.0,24.0,0.84,379878
Techfine_48V_170Ah_536,Techfine,LiFePO4,170.0,48.0,0.82,387122
BYD_24V_110Ah_537,BYD,AGM,110.0,24.0,0.82,872029
Multipower_12V_40Ah_538,Multipower,Gel,40.0,12.0,0.82,61370
Luminous_12V_240Ah_539,Luminous,Gel,240.0,12.0,0.83,267903
Amaron Quanta_24V_290Ah_540,Amaron Quanta,LiFePO4,290.0,24.0,0.82,574413
Genus_24V_200Ah_541,Genus,Gel,200.0,24.0,0.84,627811
Exulted_48V_90Ah_542,Exulted,Gel,90.0,48.0,0.82,813029
Techfine_12V_290Ah_543,Techfine,Tubular,290.0,12.0,0.84,273348
Felicity_12V_40Ah_544,Felicity,Tubular,40.0,12.0,0.83,136413
Multipower_12V_90Ah_545,Multipower,Tubular,90.0,12.0,0.84,145136
Multipower_24V_30Ah_546,Multipower,Gel,30.0,24.0,0.83,78695
Genus_12V_80Ah_547,Genus,AGM,80.0,12.0,0.83,442315
CWorth_12V_30Ah_548,CWorth,Gel,30.0,12.0,0.84,77017
Luminous_24V_110Ah_549,Luminous,Tubular,110.0,24.0,0.85,161186
Pylontech_24V_260Ah_550,Pylontech,Gel,260.0,24.0,0.85,470215
Amaron Quanta_12V_200Ah_551,Amaron Quanta,Gel,200.0,12.0,0.84,475576
CWorth_12V_250Ah_552,CWorth,Tubular,250.0,12.0,0.82,133417
Techfine_24V_220Ah_553,Techfine,LiFePO4,220.0,24.0,0.84,268933
Luminous_48V_60Ah_554,Luminous,Tubular,60.0,48.0,0.82,251922
Felicity_48V_160Ah_555,Felicity,LiFePO4,160.0,48.0,0.85,106308
CWorth_12V_30Ah_556,CWorth,AGM,30.0,12.0,0.84,62185
CWorth_48V_290Ah_557,CWorth,AGM,290.0,48.0,0.85,61265
Techfine_12V_40Ah_558,Techfine,AGM,40.0,12.0,0.82,394094
BSL_12V_130Ah_559,BSL,LiFePO4,130.0,12.0,0.84,383142
Techfine_48V_60Ah_560,Techfine,AGM,60.0,48.0,0.84,285208
Luminous_48V_60Ah_561,Luminous,LiFePO4,60.0,48.0,0.84,301582
BSL_12V_40Ah_562,BSL,Tubular,40.0,12.0,0.83,357212
Genus_24V_290Ah_563,Genus,Gel,290.0,24.0,0.82,413967
Amaron Quanta_24V_70Ah_564,Amaron Quanta,AGM,70.0,24.0,0.84,843383
CWorth_48V_30Ah_565,CWorth,LiFePO4,30.0,48.0,0.83,55943
CWorth_48V_190Ah_566,CWorth,Tubular,190.0,48.0,0.85,55208
Growatt_48V_170Ah_567,Growatt,AGM,170.0,48.0,0.83,369311
BYD_48V_210Ah_568,BYD,Tubular,210.0,48.0,0.84,453747
Techfine_48V_170Ah_569,Techfine,Gel,170.0,48.0,0.85,355535
Growatt_12V_160Ah_570,Growatt,LiFePO4,160.0,12.0,0.82,207584
Felicity_24V_200Ah_571,Felicity,AGM,200.0,24.0,0.82,96126
BSL_12V_280Ah_572,BSL,Gel,280.0,12.0,0.84,235586
Genus_48V_190Ah_573,Genus,Gel,190.0,48.0,0.83,879688
Felicity_48V_50Ah_574,Felicity,AGM,50.0,48.0,0.83,67014
CWorth_12V_130Ah_575,CWorth,Tubular,130.0,12.0,0.85,75777
Blue Carbon_12V_180Ah_576,Blue Carbon,AGM,180.0,12.0,0.83,55727
Growatt_24V_100Ah_577,Growatt,Gel,100.0,24.0,0.84,196736
Techfine_12V_170Ah_578,Techfine,Tubular,170.0,12.0,0.84,360059
Exulted_12V_200Ah_579,Exulted,Gel,200.0,12.0,0.82,510983
BSL_48V_120Ah_580,BSL,AGM,120.0,48.0,0.85,194480
Techfine_12V_260Ah_581,Techfine,Gel,260.0,12.0,0.84,260299
Growatt_12V_170Ah_582,Growatt,Tubular,170.0,12.0,0.85,364429
Felicity_12V_120Ah_583,Felicity,Gel,120.0,12.0,0.85,121238
Growatt_12V_20Ah_584,Growatt,Gel,20.0,12.0,0.82,342094
Techfine_24V_250Ah_585,Techfine,AGM,250.0,24.0,0.83,247342
BSL_12V_100Ah_586,BSL,AGM,100.0,12.0,0.82,178951
Felicity_48V_100Ah_587,Felicity,Tubular,100.0,48.0,0.85,118455
Pylontech_48V_40Ah_588,Pylontech,LiFePO4,40.0,48.0,0.85,837476
Multipower_12V_170Ah_589,Multipower,AGM,170.0,12.0,0.84,148486
Multipower_48V_280Ah_590,Multipower,Gel,280.0,48.0,0.84,88512
BSL_48V_180Ah_591,BSL,AGM,180.0,48.0,0.85,357851
Genus_48V_70Ah_592,Genus,Gel,70.0,48.0,0.84,696534
BSL_48V_140Ah_593,BSL,AGM,140.0,48.0,0.83,242526
Exulted_12V_190Ah_594,Exulted,Gel,190.0,12.0,0.83,820206
Multipower_48V_160Ah_595,Multipower,AGM,160.0,48.0,0.83,52226
Multipower_12V_180Ah_596,Multipower,AGM,180.0,12.0,0.85,71964
Genus_24V_270Ah_597,Genus,Tubular,270.0,24.0,0.84,613358
BSL_24V_290Ah_598,BSL,AGM,290.0,24.0,0.85,371993
Blue Carbon_12V_20Ah_599,Blue Carbon,LiFePO4,20.0,12.0,0.84,54641
Multipower_12V_90Ah_600,Multipower,Gel,90.0,12.0,0.83,95300
Amaron Quanta_48V_170Ah_601,Amaron Quanta,Gel,170.0,48.0,0.84,548573
CWorth_12V_270Ah_602,CWorth,Gel,270.0,12.0,0.83,124512
Blue Carbon_48V_140Ah_603,Blue Carbon,AGM,140.0,48.0,0.83,139351
Amaron Quanta_48V_220Ah_604,Amaron Quanta,Tubular,220.0,48.0,0.85,853428
Techfine_12V_200Ah_605,Techfine,Gel,200.0,12.0,0.85,378469
CWorth_24V_30Ah_606,CWorth,AGM,30.0,24.0,0.82,71954
Blue Carbon_24V_300Ah_607,Blue Carbon,Gel,300.0,24.0,0.85,92308
Blue Carbon_12V_160Ah_608,Blue Carbon,Gel,160.0,12.0,0.84,93850
BSL_24V_230Ah_609,BSL,Gel,230.0,24.0,0.84,349118
Multipower_24V_90Ah_610,Multipower,LiFePO4,90.0,24.0,0.83,115654
Techfine_12V_300Ah_611,Techfine,Gel,300.0,12.0,0.83,166459
Techfine_12V_240Ah_612,Techfine,Gel,240.0,12.0,0.84,291594
BSL_12V_50Ah_613,BSL,AGM,50.0,12.0,0.84,378208
BSL_48V_280Ah_614,BSL,Tubular,280.0,48.0,0.83,153268
Blue Carbon_12V_210Ah_615,Blue Carbon,Gel,210.0,12.0,0.84,111846
Felicity_12V_120Ah_616,Felicity,Gel,120.0,12.0,0.82,75297
Luminous_24V_250Ah_617,Luminous,LiFePO4,250.0,24.0,0.84,278777
Luminous_12V_200Ah_618,Luminous,LiFePO4,200.0,12.0,0.83,399238
Techfine_24V_220Ah_619,Techfine,Tubular,220.0,24.0,0.84,381291
Blue Carbon_48V_250Ah_620,Blue Carbon,Gel,250.0,48.0,0.84,61482
BYD_48V_50Ah_621,BYD,AGM,50.0,48.0,0.85,610352
Blue Carbon_48V_230Ah_622,Blue Carbon,AGM,230.0,48.0,0.84,118141
BSL_24V_180Ah_623,BSL,AGM,180.0,24.0,0.85,269291
Multipower_12V_170Ah_624,Multipower,Gel,170.0,12.0,0.84,139741
BYD_12V_20Ah_625,BYD,LiFePO4,20.0,12.0,0.83,829306
Blue Carbon_48V_180Ah_626,Blue Carbon,LiFePO4,180.0,48.0,0.83,61283
Multipower_24V_250Ah_627,Multipower,Gel,250.0,24.0,0.84,79216
Multipower_12V_210Ah_628,Multipower,LiFePO4,210.0,12.0,0.82,84845
Luminous_12V_130Ah_629,Luminous,Tubular,130.0,12.0,0.84,342605
BSL_24V_280Ah_630,BSL,AGM,280.0,24.0,0.85,344465
Multipower_12V_260Ah_631,Multipower,Gel,260.0,12.0,0.83,98014
Multipower_48V_160Ah_632,Multipower,Gel,160.0,48.0,0.82,147773
Blue Carbon_48V_210Ah_633,Blue Carbon,AGM,210.0,48.0,0.84,73303
Multipower_12V_110Ah_634,Multipower,Tubular,110.0,12.0,0.84,58361
Growatt_12V_50Ah_635,Growatt,Tubular,50.0,12.0,0.84,191193
Felicity_48V_230Ah_636,Felicity,Gel,230.0,48.0,0.84,85002
CWorth_12V_60Ah_637,CWorth,Gel,60.0,12.0,0.84,52329
Luminous_12V_80Ah_638,Luminous,AGM,80.0,12.0,0.83,375541
Luminous_48V_300Ah_639,Luminous,Tubular,300.0,48.0,0.83,296628
Growatt_24V_120Ah_640,Growatt,LiFePO4,120.0,24.0,0.84,352003
Multipower_48V_70Ah_641,Multipower,AGM,70.0,48.0,0.85,78960
CWorth_12V_50Ah_642,CWorth,AGM,50.0,12.0,0.84,74652
CWorth_24V_110Ah_643,CWorth,LiFePO4,110.0,24.0,0.84,83029
Multipower_24V_20Ah_644,Multipower,Gel,20.0,24.0,0.83,129573
Felicity_12V_250Ah_645,Felicity,LiFePO4,250.0,12.0,0.83,78533
BYD_12V_140Ah_646,BYD,Tubular,140.0,12.0,0.83,480500
Multipower_24V_180Ah_647,Multipower,LiFePO4,180.0,24.0,0.84,106859
Genus_48V_290Ah_648,Genus,Gel,290.0,48.0,0.85,499139
Techfine_12V_80Ah_649,Techfine,Tubular,80.0,12.0,0.84,337041
Blue Carbon_12V_280Ah_650,Blue Carbon,LiFePO4,280.0,12.0,0.82,52215
Luminous_24V_70Ah_651,Luminous,AGM,70.0,24.0,0.82,390539
Growatt_12V_180Ah_652,Growatt,AGM,180.0,12.0,0.85,267126
Techfine_24V_300Ah_653,Techfine,AGM,300.0,24.0,0.83,336351
BSL_12V_90Ah_654,BSL,LiFePO4,90.0,12.0,0.83,240540
Amaron Quanta_48V_50Ah_655,Amaron Quanta,Gel,50.0,48.0,0.83,791289
CWorth_12V_130Ah_656,CWorth,Tubular,130.0,12.0,0.83,144863
Blue Carbon_48V_170Ah_657,Blue Carbon,LiFePO4,170.0,48.0,0.85,51178
CWorth_24V_240Ah_658,CWorth,Tubular,240.0,24.0,0.83,103673
Exulted_24V_150Ah_659,Exulted,Gel,150.0,24.0,0.82,854720
Blue Carbon_12V_270Ah_660,Blue Carbon,LiFePO4,270.0,12.0,0.84,126131
Multipower_12V_200Ah_661,Multipower,Gel,200.0,12.0,0.83,101230
Luminous_48V_20Ah_662,Luminous,AGM,20.0,48.0,0.83,248901
BYD_24V_300Ah_663,BYD,LiFePO4,300.0,24.0,0.83,412939
Growatt_12V_50Ah_664,Growatt,AGM,50.0,12.0,0.85,177525
CWorth_24V_240Ah_665,CWorth,Gel,240.0,24.0,0.83,72756
BYD_12V_270Ah_666,BYD,AGM,270.0,12.0,0.83,863858
Growatt_24V_290Ah_667,Growatt,Gel,290.0,24.0,0.83,362869
Felicity_24V_240Ah_668,Felicity,Tubular,240.0,24.0,0.83,69080
BYD_24V_210Ah_669,BYD,Tubular,210.0,24.0,0.83,715991
BSL_48V_250Ah_670,BSL,Gel,250.0,48.0,0.84,254489
BYD_48V_170Ah_671,BYD,Gel,170.0,48.0,0.85,446385
Blue Carbon_48V_20Ah_672,Blue Carbon,LiFePO4,20.0,48.0,0.82,131523
Felicity_48V_260Ah_673,Felicity,AGM,260.0,48.0,0.83,136912
Pylontech_12V_180Ah_674,Pylontech,Tubular,180.0,12.0,0.83,823950
BYD_24V_20Ah_675,BYD,Tubular,20.0,24.0,0.83,700946
Growatt_48V_140Ah_676,Growatt,Tubular,140.0,48.0,0.83,156562
BSL_12V_280Ah_677,BSL,AGM,280.0,12.0,0.85,165093
CWorth_48V_230Ah_678,CWorth,AGM,230.0,48.0,0.84,63588
CWorth_24V_200Ah_679,CWorth,AGM,200.0,24.0,0.84,67514
Growatt_12V_270Ah_680,Growatt,AGM,270.0,12.0,0.85,246021
Blue Carbon_24V_230Ah_681,Blue Carbon,Tubular,230.0,24.0,0.84,98450
