inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_NGN
Sungrow_900W_304,Sungrow,900.0,240.0,220.0,Battery-Based,0.89,68505
PRAG_3700W_305,PRAG,3700.0,96.0,220.0,Hybrid,0.88,202286
Blue Gate_8350W_306,Blue Gate,8350.0,48.0,220.0,Hybrid,0.89,354900
Sungrow_11750W_307,Sungrow,11750.0,48.0,220.0,Grid-Tie,0.92,743459
PRAG_4200W_308,PRAG,4200.0,12.0,220.0,Multifunction,0.91,144718
Sungrow_11800W_309,Sungrow,11800.0,96.0,220.0,Hybrid,0.88,941032
Protonix Fortuner_4750W_310,Protonix Fortuner,4750.0,48.0,220.0,Off-Grid,0.9,305603
Growatt_15800W_311,Growatt,15800.0,24.0,220.0,Multifunction,0.89,1437502
Protonix Fortuner_5000W_312,Protonix Fortuner,5000.0,12.0,220.0,Battery-Based,0.91,455581
Techfine_15850W_313,Techfine,15850.0,240.0,220.0,Battery-Based,0.87,1206427
Techfine_18900W_314,Techfine,18900.0,240.0,220.0,Battery-Based,0.87,1707683
Victron Energy_2400W_315,Victron Energy,2400.0,240.0,220.0,Battery-Based,0.88,324129
Blue Gate_10500W_316,Blue Gate,10500.0,24.0,220.0,Hybrid,0.9,492933
Sungrow_10950W_317,Sungrow,10950.0,24.0,220.0,Multifunction,0.92,927557
SMA_7400W_318,SMA,7400.0,96.0,220.0,Hybrid,0.9,758917
Kartel Solar_10150W_319,Kartel Solar,10150.0,24.0,220.0,Battery-Based,0.89,389430
Huawei_10400W_320,Huawei,10400.0,12.0,220.0,Grid-Tie,0.91,1116030
Felicity Solar_850W_321,Felicity Solar,850.0,240.0,220.0,Multifunction,0.89,41076
Victron Energy_6850W_322,Victron Energy,6850.0,12.0,220.0,Off-Grid,0.91,739664
PRAG_11250W_323,PRAG,11250.0,240.0,220.0,Multifunction,0.91,575978
Growatt_11500W_324,Growatt,11500.0,240.0,220.0,Hybrid,0.89,994103
Sungrow_16050W_325,Sungrow,16050.0,24.0,220.0,Hybrid,0.91,1119199
Sungrow_11700W_326,Sungrow,11700.0,48.0,220.0,Hybrid,0.88,885720
Sungrow_4500W_327,Sungrow,4500.0,240.0,220.0,Grid-Tie,0.88,336258
PRAG_7600W_328,PRAG,7600.0,48.0,220.0,Hybrid,0.89,289359
Felicity Solar_16450W_329,Felicity Solar,16450.0,48.0,220.0,Multifunction,0.89,974815
Techfine_14750W_330,Techfine,14750.0,240.0,220.0,Hybrid,0.89,1156775
SMA_12050W_331,SMA,12050.0,240.0,220.0,Grid-Tie,0.88,1705977
Kartel Solar_8650W_332,Kartel Solar,8650.0,12.0,220.0,Off-Grid,0.89,319253
Protonix Fortuner_14900W_333,Protonix Fortuner,14900.0,240.0,220.0,Hybrid,0.9,952657
PRAG_19450W_334,PRAG,19450.0,48.0,220.0,Grid-Tie,0.88,931564
Growatt_9050W_335,Growatt,9050.0,12.0,220.0,Off-Grid,0.88,813672
Blue Gate_1350W_336,Blue Gate,1350.0,12.0,220.0,Battery-Based,0.89,60995
PRAG_10150W_337,PRAG,10150.0,96.0,220.0,Battery-Based,0.88,340738
Protonix Fortuner_7850W_338,Protonix Fortuner,7850.0,48.0,220.0,Grid-Tie,0.88,747397
Victron Energy_19550W_339,Victron Energy,19550.0,24.0,220.0,Battery-Based,0.91,2494946
PRAG_19350W_340,PRAG,19350.0,12.0,220.0,Off-Grid,0.88,1020342
Kartel Solar_11600W_341,Kartel Solar,11600.0,24.0,220.0,Off-Grid,0.88,529537
Victron Energy_1500W_342,Victron Energy,1500.0,96.0,220.0,Battery-Based,0.88,208230
Growatt_9050W_343,Growatt,9050.0,96.0,220.0,Grid-Tie,0.9,623381
Kartel Solar_1900W_344,Kartel Solar,1900.0,96.0,220.0,Battery-Based,0.89,65317
Huawei_5550W_345,Huawei,5550.0,48.0,220.0,Hybrid,0.91,775371
Felicity Solar_1000W_346,Felicity Solar,1000.0,96.0,220.0,Multifunction,0.91,55007
Sungrow_10150W_347,Sungrow,10150.0,48.0,220.0,Hybrid,0.92,813800
Kartel Solar_8100W_348,Kartel Solar,8100.0,240.0,220.0,Battery-Based,0.91,369345
Techfine_19250W_349,Techfine,19250.0,12.0,220.0,Grid-Tie,0.92,1613190
Kartel Solar_12850W_350,Kartel Solar,12850.0,12.0,220.0,Grid-Tie,0.91,477709
PRAG_8500W_351,PRAG,8500.0,48.0,220.0,Grid-Tie,0.88,327345
Kartel Solar_5600W_352,Kartel Solar,5600.0,12.0,220.0,Hybrid,0.9,228849
Kartel Solar_8500W_353,Kartel Solar,8500.0,48.0,220.0,Off-Grid,0.9,310780
Felicity Solar_1650W_354,Felicity Solar,1650.0,24.0,220.0,Hybrid,0.91,83564
Kartel Solar_2200W_355,Kartel Solar,2200.0,24.0,220.0,Battery-Based,0.92,84934
Felicity Solar_2650W_356,Felicity Solar,2650.0,96.0,220.0,Battery-Based,0.91,107959
Blue Gate_16650W_357,Blue Gate,16650.0,240.0,220.0,Grid-Tie,0.9,601927
Fronius_14000W_358,Fronius,14000.0,240.0,220.0,Hybrid,0.87,1647676
PRAG_6100W_359,PRAG,6100.0,24.0,220.0,Off-Grid,0.88,335768
PRAG_12600W_360,PRAG,12600.0,240.0,220.0,Off-Grid,0.9,514319
Felicity Solar_13150W_361,Felicity Solar,13150.0,48.0,220.0,Multifunction,0.89,498780
Sungrow_9700W_362,Sungrow,9700.0,96.0,220.0,Grid-Tie,0.89,588798
PRAG_14500W_363,PRAG,14500.0,24.0,220.0,Off-Grid,0.89,752271
Techfine_13100W_364,Techfine,13100.0,240.0,220.0,Grid-Tie,0.89,1031061
PRAG_6350W_365,PRAG,6350.0,24.0,220.0,Grid-Tie,0.89,195618
Huawei_10200W_366,Huawei,10200.0,96.0,220.0,Grid-Tie,0.87,1283883
Sungrow_16500W_367,Sungrow,16500.0,48.0,220.0,Off-Grid,0.89,1581808
Blue Gate_14550W_368,Blue Gate,14550.0,24.0,220.0,Off-Grid,0.91,668887
Kartel Solar_7600W_369,Kartel Solar,7600.0,96.0,220.0,Battery-Based,0.91,442887
Blue Gate_5150W_370,Blue Gate,5150.0,240.0,220.0,Battery-Based,0.91,175101
Growatt_12400W_371,Growatt,12400.0,240.0,220.0,Hybrid,0.91,1195709
Fronius_12500W_372,Fronius,12500.0,12.0,220.0,Hybrid,0.89,1408933
PRAG_1050W_373,PRAG,1050.0,48.0,220.0,Hybrid,0.89,34911
Growatt_13150W_374,Growatt,13150.0,48.0,220.0,Grid-Tie,0.89,1241133
Felicity Solar_2900W_375,Felicity Solar,2900.0,96.0,220.0,Battery-Based,0.91,156303
Kartel Solar_14300W_376,Kartel Solar,14300.0,96.0,220.0,Off-Grid,0.91,772545
PRAG_7600W_377,PRAG,7600.0,240.0,220.0,Battery-Based,0.91,447644
Growatt_18550W_378,Growatt,18550.0,12.0,220.0,Off-Grid,0.9,1234546
Sungrow_9400W_379,Sungrow,9400.0,240.0,220.0,Grid-Tie,0.9,897489
Blue Gate_15650W_380,Blue Gate,15650.0,240.0,220.0,Multifunction,0.88,521467
Felicity Solar_7800W_381,Felicity Solar,7800.0,240.0,220.0,Multifunction,0.92,281968
Sungrow_3900W_382,Sungrow,3900.0,12.0,220.0,Off-Grid,0.9,359156
Blue Gate_8600W_383,Blue Gate,8600.0,240.0,220.0,Off-Grid,0.88,410396
SMA_18900W_384,SMA,18900.0,48.0,220.0,Battery-Based,0.88,2268766
Felicity Solar_14250W_385,Felicity Solar,14250.0,96.0,220.0,Off-Grid,0.88,852993
SMA_11300W_386,SMA,11300.0,96.0,220.0,Battery-Based,0.91,1133223
Techfine_7300W_387,Techfine,7300.0,12.0,220.0,Battery-Based,0.87,707263
Sungrow_13550W_388,Sungrow,13550.0,48.0,220.0,Battery-Based,0.89,854443
Blue Gate_2150W_389,Blue Gate,2150.0,96.0,220.0,Grid-Tie,0.9,89689
Growatt_4100W_390,Growatt,4100.0,24.0,220.0,Battery-Based,0.9,269098
Protonix Fortuner_11850W_391,Protonix Fortuner,11850.0,240.0,220.0,Hybrid,0.91,793025
Kartel Solar_8200W_392,Kartel Solar,8200.0,12.0,220.0,Multifunction,0.88,268438
Blue Gate_8450W_393,Blue Gate,8450.0,240.0,220.0,Off-Grid,0.87,269816
Sungrow_15550W_394,Sungrow,15550.0,12.0,220.0,Grid-Tie,0.91,1323115
Growatt_18350W_395,Growatt,18350.0,12.0,220.0,Grid-Tie,0.92,1780659
Blue Gate_15800W_396,Blue Gate,15800.0,12.0,220.0,Multifunction,0.9,517045
Techfine_13550W_397,Techfine,13550.0,96.0,220.0,Off-Grid,0.91,963817
Felicity Solar_11300W_398,Felicity Solar,11300.0,24.0,220.0,Off-Grid,0.91,662014
Felicity Solar_900W_399,Felicity Solar,900.0,48.0,220.0,Multifunction,0.91,43389
Growatt_12500W_400,Growatt,12500.0,24.0,220.0,Multifunction,0.9,881085
Blue Gate_13900W_401,Blue Gate,13900.0,24.0,220.0,Hybrid,0.9,462196
Growatt_18750W_402,Growatt,18750.0,48.0,220.0,Hybrid,0.9,1863371
Growatt_19600W_403,Growatt,19600.0,48.0,220.0,Grid-Tie,0.88,1925560
Protonix Fortuner_7750W_404,Protonix Fortuner,7750.0,48.0,220.0,Off-Grid,0.87,524402
Techfine_6800W_405,Techfine,6800.0,24.0,220.0,Off-Grid,0.89,580678
Blue Gate_8700W_406,Blue Gate,8700.0,24.0,220.0,Battery-Based,0.9,375069
Protonix Fortuner_6800W_407,Protonix Fortuner,6800.0,240.0,220.0,Off-Grid,0.9,627704
Sungrow_16450W_408,Sungrow,16450.0,12.0,220.0,Grid-Tie,0.89,1209645
Protonix Fortuner_10400W_409,Protonix Fortuner,10400.0,240.0,220.0,Battery-Based,0.89,997215
Growatt_13800W_410,Growatt,13800.0,24.0,220.0,Grid-Tie,0.91,969189
Sungrow_17650W_411,Sungrow,17650.0,96.0,220.0,Grid-Tie,0.91,1095996
Felicity Solar_2950W_412,Felicity Solar,2950.0,24.0,220.0,Hybrid,0.92,108267
Victron Energy_14050W_413,Victron Energy,14050.0,96.0,220.0,Hybrid,0.87,1730330
Growatt_19900W_414,Growatt,19900.0,96.0,220.0,Multifunction,0.9,1278503
Huawei_7800W_415,Huawei,7800.0,240.0,220.0,Battery-Based,0.9,902829
Fronius_14050W_416,Fronius,14050.0,24.0,220.0,Multifunction,0.87,2057324
SMA_11900W_417,SMA,11900.0,240.0,220.0,Off-Grid,0.89,1447590
SMA_16350W_418,SMA,16350.0,240.0,220.0,Battery-Based,0.91,1854131
Kartel Solar_8750W_419,Kartel Solar,8750.0,48.0,220.0,Grid-Tie,0.92,421364
Victron Energy_17200W_420,Victron Energy,17200.0,96.0,220.0,Multifunction,0.88,2192626
Sungrow_2950W_421,Sungrow,2950.0,12.0,220.0,Hybrid,0.9,195522
Techfine_4600W_422,Techfine,4600.0,24.0,220.0,Multifunction,0.88,384329
Victron Energy_3400W_423,Victron Energy,3400.0,48.0,220.0,Off-Grid,0.89,450381
Growatt_16750W_424,Growatt,16750.0,48.0,220.0,Battery-Based,0.91,1413935
Sungrow_15850W_425,Sungrow,15850.0,24.0,220.0,Grid-Tie,0.88,1326501
Kartel Solar_6500W_426,Kartel Solar,6500.0,96.0,220.0,Hybrid,0.88,386554
Huawei_13250W_427,Huawei,13250.0,96.0,220.0,Battery-Based,0.88,1534915
Huawei_13750W_428,Huawei,13750.0,48.0,220.0,Battery-Based,0.89,1474141
Blue Gate_8000W_429,Blue Gate,8000.0,48.0,220.0,Grid-Tie,0.88,468367
Sungrow_11750W_430,Sungrow,11750.0,48.0,220.0,Battery-Based,0.88,1155123
Techfine_2100W_431,Techfine,2100.0,48.0,220.0,Hybrid,0.87,155286
Sungrow_14200W_432,Sungrow,14200.0,48.0,220.0,Hybrid,0.9,1345065
Protonix Fortuner_5100W_433,Protonix Fortuner,5100.0,240.0,220.0,Off-Grid,0.88,484671
SMA_15700W_434,SMA,15700.0,12.0,220.0,Hybrid,0.89,1677402
PRAG_18600W_435,PRAG,18600.0,24.0,220.0,Battery-Based,0.87,1103531
Blue Gate_3000W_436,Blue Gate,3000.0,240.0,220.0,Hybrid,0.9,122061
Growatt_3300W_437,Growatt,3300.0,12.0,220.0,Battery-Based,0.89,233440
Sungrow_13450W_438,Sungrow,13450.0,12.0,220.0,Hybrid,0.88,930120
PRAG_2950W_439,PRAG,2950.0,96.0,220.0,Battery-Based,0.88,112548
Techfine_9550W_440,Techfine,9550.0,48.0,220.0,Multifunction,0.91,621726
Sungrow_19450W_441,Sungrow,19450.0,96.0,220.0,Multifunction,0.91,1329859
Kartel Solar_19600W_442,Kartel Solar,19600.0,12.0,220.0,Multifunction,0.89,712253
Sungrow_1450W_443,Sungrow,1450.0,24.0,220.0,Battery-Based,0.9,130305
Growatt_7350W_444,Growatt,7350.0,240.0,220.0,Hybrid,0.87,565997
Growatt_14400W_445,Growatt,14400.0,12.0,220.0,Hybrid,0.88,901260
Techfine_13850W_446,Techfine,13850.0,24.0,220.0,Off-Grid,0.88,1120357
Fronius_4350W_447,Fronius,4350.0,240.0,220.0,Multifunction,0.92,502871
Techfine_3500W_448,Techfine,3500.0,48.0,220.0,Multifunction,0.89,310794
Blue Gate_5600W_449,Blue Gate,5600.0,24.0,220.0,Grid-Tie,0.88,258822
Blue Gate_5550W_450,Blue Gate,5550.0,12.0,220.0,Grid-Tie,0.88,195775
Techfine_8100W_451,Techfine,8100.0,24.0,220.0,Multifunction,0.91,534939
Sungrow_13800W_452,Sungrow,13800.0,12.0,220.0,Grid-Tie,0.9,1089659
Fronius_5150W_453,Fronius,5150.0,240.0,220.0,Multifunction,0.88,559197
Huawei_7450W_454,Huawei,7450.0,24.0,220.0,Hybrid,0.9,956704
PRAG_11750W_455,PRAG,11750.0,24.0,220.0,Battery-Based,0.89,640095
Huawei_5750W_456,Huawei,5750.0,24.0,220.0,Hybrid,0.88,764662
Felicity Solar_12500W_457,Felicity Solar,12500.0,240.0,220.0,Battery-Based,0.89,391768
Growatt_7400W_458,Growatt,7400.0,24.0,220.0,Hybrid,0.87,565213
Blue Gate_1600W_459,Blue Gate,1600.0,12.0,220.0,Multifunction,0.88,69990
Protonix Fortuner_19950W_460,Protonix Fortuner,19950.0,24.0,220.0,Hybrid,0.92,1253236
Techfine_11650W_461,Techfine,11650.0,24.0,220.0,Grid-Tie,0.91,801774
Growatt_17550W_462,Growatt,17550.0,48.0,220.0,Hybrid,0.89,1508389
PRAG_13800W_463,PRAG,13800.0,24.0,220.0,Grid-Tie,0.89,593494
Blue Gate_2450W_464,Blue Gate,2450.0,24.0,220.0,Grid-Tie,0.89,113501
Sungrow_7100W_465,Sungrow,7100.0,96.0,220.0,Multifunction,0.89,484164
Techfine_9200W_466,Techfine,9200.0,240.0,220.0,Multifunction,0.89,876437
Growatt_11000W_467,Growatt,11000.0,24.0,220.0,Hybrid,0.91,787216
SMA_4750W_468,SMA,4750.0,24.0,220.0,Battery-Based,0.91,542550
Growatt_6150W_469,Growatt,6150.0,12.0,220.0,Battery-Based,0.89,394543
Protonix Fortuner_5550W_470,Protonix Fortuner,5550.0,48.0,220.0,Battery-Based,0.89,404224
Techfine_7100W_471,Techfine,7100.0,240.0,220.0,Grid-Tie,0.88,560406
Blue Gate_5700W_472,Blue Gate,5700.0,24.0,220.0,Multifunction,0.92,229615
Blue Gate_19100W_473,Blue Gate,19100.0,48.0,220.0,Grid-Tie,0.87,599127
Sungrow_1150W_474,Sungrow,1150.0,24.0,220.0,Off-Grid,0.9,103385
Sungrow_5050W_475,Sungrow,5050.0,96.0,220.0,Hybrid,0.9,365145
Sungrow_2550W_476,Sungrow,2550.0,12.0,220.0,Hybrid,0.89,218012
Protonix Fortuner_15550W_477,Protonix Fortuner,15550.0,96.0,220.0,Battery-Based,0.89,1458428
Techfine_1050W_478,Techfine,1050.0,48.0,220.0,Hybrid,0.91,67129
Felicity Solar_1550W_479,Felicity Solar,1550.0,96.0,220.0,Grid-Tie,0.91,82891
Sungrow_6550W_480,Sungrow,6550.0,96.0,220.0,Grid-Tie,0.88,625984
Fronius_19450W_481,Fronius,19450.0,240.0,220.0,Battery-Based,0.92,2380323
Blue Gate_10500W_482,Blue Gate,10500.0,12.0,220.0,Multifunction,0.9,460550
Techfine_16800W_483,Techfine,16800.0,96.0,220.0,Grid-Tie,0.88,1008377
Growatt_3450W_484,Growatt,3450.0,12.0,220.0,Battery-Based,0.91,315763
Felicity Solar_14150W_485,Felicity Solar,14150.0,24.0,220.0,Battery-Based,0.91,750740
Felicity Solar_13200W_486,Felicity Solar,13200.0,240.0,220.0,Hybrid,0.89,495085
Fronius_6100W_487,Fronius,6100.0,12.0,220.0,Multifunction,0.92,658588
SMA_1350W_488,SMA,1350.0,48.0,220.0,Off-Grid,0.87,150403
Kartel Solar_3550W_489,Kartel Solar,3550.0,96.0,220.0,Hybrid,0.87,193058
Techfine_13650W_490,Techfine,13650.0,24.0,220.0,Multifunction,0.89,1239718
Techfine_7950W_491,Techfine,7950.0,48.0,220.0,Hybrid,0.87,579843
Sungrow_14100W_492,Sungrow,14100.0,24.0,220.0,Multifunction,0.9,1173920
Victron Energy_1850W_493,Victron Energy,1850.0,24.0,220.0,Hybrid,0.9,191415
PRAG_2200W_494,PRAG,2200.0,96.0,220.0,Hybrid,0.92,125760
Growatt_5200W_495,Growatt,5200.0,48.0,220.0,Battery-Based,0.87,456532
Kartel Solar_13450W_496,Kartel Solar,13450.0,12.0,220.0,Battery-Based,0.88,438960
Techfine_17550W_497,Techfine,17550.0,12.0,220.0,Grid-Tie,0.9,1735858
Sungrow_1250W_498,Sungrow,1250.0,240.0,220.0,Off-Grid,0.88,107976
Protonix Fortuner_9350W_499,Protonix Fortuner,9350.0,48.0,220.0,Off-Grid,0.89,630746
PRAG_17400W_500,PRAG,17400.0,12.0,220.0,Off-Grid,0.87,963510
Victron Energy_14100W_501,Victron Energy,14100.0,12.0,220.0,Hybrid,0.92,1427094
Protonix Fortuner_10100W_502,Protonix Fortuner,10100.0,240.0,220.0,Multifunction,0.92,942003
SMA_11050W_503,SMA,11050.0,240.0,220.0,Battery-Based,0.92,1552001
Growatt_1900W_504,Growatt,1900.0,96.0,220.0,Multifunction,0.91,151227
Protonix Fortuner_18050W_505,Protonix Fortuner,18050.0,96.0,220.0,Multifunction,0.89,1538373
Kartel Solar_10850W_506,Kartel Solar,10850.0,240.0,220.0,Grid-Tie,0.9,630043
Kartel Solar_5250W_507,Kartel Solar,5250.0,240.0,220.0,Battery-Based,0.89,195422
Blue Gate_4550W_508,Blue Gate,4550.0,240.0,220.0,Multifunction,0.87,266547
Protonix Fortuner_6150W_509,Protonix Fortuner,6150.0,240.0,220.0,Off-Grid,0.87,446387
Protonix Fortuner_9550W_510,Protonix Fortuner,9550.0,240.0,220.0,Battery-Based,0.92,605743
Huawei_4450W_511,Huawei,4450.0,12.0,220.0,Off-Grid,0.87,479725
Kartel Solar_14950W_512,Kartel Solar,14950.0,24.0,220.0,Grid-Tie,0.88,530058
PRAG_3850W_513,PRAG,3850.0,24.0,220.0,Hybrid,0.89,123322
Sungrow_4250W_514,Sungrow,4250.0,24.0,220.0,Off-Grid,0.88,398203
SMA_8650W_515,SMA,8650.0,48.0,220.0,Multifunction,0.88,1266886
Felicity Solar_5250W_516,Felicity Solar,5250.0,24.0,220.0,Battery-Based,0.89,197146
PRAG_900W_517,PRAG,900.0,48.0,220.0,Multifunction,0.89,33736
Victron Energy_2600W_518,Victron Energy,2600.0,24.0,220.0,Battery-Based,0.91,358151
Growatt_5050W_519,Growatt,5050.0,12.0,220.0,Off-Grid,0.92,456419
SMA_1950W_520,SMA,1950.0,24.0,220.0,Hybrid,0.87,197895
Growatt_15900W_521,Growatt,15900.0,12.0,220.0,Multifunction,0.91,1455121
PRAG_10900W_522,PRAG,10900.0,96.0,220.0,Off-Grid,0.88,454233
Sungrow_8750W_523,Sungrow,8750.0,240.0,220.0,Grid-Tie,0.9,703770
Growatt_15600W_524,Growatt,15600.0,96.0,220.0,Off-Grid,0.9,1350820
PRAG_9800W_525,PRAG,9800.0,48.0,220.0,Hybrid,0.88,397606
Protonix Fortuner_2500W_526,Protonix Fortuner,2500.0,240.0,220.0,Hybrid,0.92,196227
Sungrow_9100W_527,Sungrow,9100.0,96.0,220.0,Multifunction,0.88,864057
Growatt_3950W_528,Growatt,3950.0,240.0,220.0,Hybrid,0.88,384399
Fronius_18800W_529,Fronius,18800.0,24.0,220.0,Grid-Tie,0.92,2739939
Growatt_13400W_530,Growatt,13400.0,240.0,220.0,Multifunction,0.87,1160529
Techfine_6350W_531,Techfine,6350.0,12.0,220.0,Multifunction,0.89,467636
Huawei_14250W_532,Huawei,14250.0,24.0,220.0,Off-Grid,0.92,1572194
PRAG_12100W_533,PRAG,12100.0,48.0,220.0,Grid-Tie,0.9,555354
Felicity Solar_11900W_534,Felicity Solar,11900.0,12.0,220.0,Off-Grid,0.89,553116
Blue Gate_2800W_535,Blue Gate,2800.0,48.0,220.0,Hybrid,0.91,136223
Huawei_4050W_536,Huawei,4050.0,48.0,220.0,Off-Grid,0.88,483364
Sungrow_14350W_537,Sungrow,14350.0,48.0,220.0,Multifunction,0.91,1288142
Sungrow_1300W_538,Sungrow,1300.0,96.0,220.0,Off-Grid,0.9,96633
Techfine_11750W_539,Techfine,11750.0,96.0,220.0,Hybrid,0.87,742880
SMA_13250W_540,SMA,13250.0,48.0,220.0,Grid-Tie,0.9,1711285
Felicity Solar_2100W_541,Felicity Solar,2100.0,240.0,220.0,Battery-Based,0.9,87587
Fronius_18500W_542,Fronius,18500.0,48.0,220.0,Hybrid,0.89,2061006
Techfine_18900W_543,Techfine,18900.0,48.0,220.0,Off-Grid,0.88,1153601
Fronius_3200W_544,Fronius,3200.0,24.0,220.0,Hybrid,0.92,434319
Techfine_17250W_545,Techfine,17250.0,48.0,220.0,Grid-Tie,0.92,1139776
Sungrow_5400W_546,Sungrow,5400.0,48.0,220.0,Hybrid,0.89,495502
Huawei_9650W_547,Huawei,9650.0,96.0,220.0,Grid-Tie,0.89,1256525
Felicity Solar_19400W_548,Felicity Solar,19400.0,12.0,220.0,Grid-Tie,0.9,747966
Growatt_6300W_549,Growatt,6300.0,12.0,220.0,Battery-Based,0.89,424655
Techfine_16350W_550,Techfine,16350.0,24.0,220.0,Multifunction,0.92,1468745
Techfine_18250W_551,Techfine,18250.0,96.0,220.0,Hybrid,0.91,1361474
Blue Gate_9300W_552,Blue Gate,9300.0,96.0,220.0,Grid-Tie,0.9,457800
Techfine_17000W_553,Techfine,17000.0,12.0,220.0,Multifunction,0.92,1168848
Felicity Solar_15200W_554,Felicity Solar,15200.0,24.0,220.0,Off-Grid,0.9,877472
Kartel Solar_9700W_555,Kartel Solar,9700.0,96.0,220.0,Hybrid,0.88,477232
Blue Gate_4500W_556,Blue Gate,4500.0,24.0,220.0,Off-Grid,0.87,181353
PRAG_9350W_557,PRAG,9350.0,48.0,220.0,Off-Grid,0.87,439632
Huawei_18850W_558,Huawei,18850.0,96.0,220.0,Off-Grid,0.9,2438313
Protonix Fortuner_15750W_559,Protonix Fortuner,15750.0,240.0,220.0,Battery-Based,0.92,1572336
Felicity Solar_19850W_560,Felicity Solar,19850.0,48.0,220.0,Multifunction,0.91,645600
Growatt_16750W_561,Growatt,16750.0,48.0,220.0,Grid-Tie,0.9,1641721
PRAG_4150W_562,PRAG,4150.0,240.0,220.0,Off-Grid,0.87,215209
Protonix Fortuner_7200W_563,Protonix Fortuner,7200.0,12.0,220.0,Multifunction,0.87,580457
PRAG_12250W_564,PRAG,12250.0,24.0,220.0,Multifunction,0.88,508559
Blue Gate_7100W_565,Blue Gate,7100.0,96.0,220.0,Grid-Tie,0.87,419843
Fronius_13900W_566,Fronius,13900.0,24.0,220.0,Grid-Tie,0.89,1652510
Protonix Fortuner_13100W_567,Protonix Fortuner,13100.0,12.0,220.0,Battery-Based,0.91,1270190
Kartel Solar_15550W_568,Kartel Solar,15550.0,48.0,220.0,Battery-Based,0.91,489552
Techfine_5550W_569,Techfine,5550.0,96.0,220.0,Hybrid,0.87,516933
Felicity Solar_18400W_570,Felicity Solar,18400.0,240.0,220.0,Battery-Based,0.88,788580
Victron Energy_19150W_571,Victron Energy,19150.0,48.0,220.0,Battery-Based,0.9,2181377
Blue Gate_13550W_572,Blue Gate,13550.0,96.0,220.0,Battery-Based,0.91,639182
Techfine_4250W_573,Techfine,4250.0,12.0,220.0,Hybrid,0.89,346989
Growatt_7700W_574,Growatt,7700.0,48.0,220.0,Off-Grid,0.89,500215
Techfine_3800W_575,Techfine,3800.0,48.0,220.0,Multifunction,0.87,261630
Victron Energy_8150W_576,Victron Energy,8150.0,24.0,220.0,Battery-Based,0.88,1163021
SMA_14950W_577,SMA,14950.0,240.0,220.0,Off-Grid,0.92,1871351
Protonix Fortuner_6200W_578,Protonix Fortuner,6200.0,24.0,220.0,Hybrid,0.89,530045
PRAG_6050W_579,PRAG,6050.0,12.0,220.0,Hybrid,0.9,286163
Sungrow_17200W_580,Sungrow,17200.0,240.0,220.0,Grid-Tie,0.9,1520966
PRAG_4800W_581,PRAG,4800.0,96.0,220.0,Grid-Tie,0.91,175912
Huawei_6850W_582,Huawei,6850.0,96.0,220.0,Off-Grid,0.9,854321
Blue Gate_7200W_583,Blue Gate,7200.0,12.0,220.0,Multifunction,0.92,228803
Huawei_7250W_584,Huawei,7250.0,96.0,220.0,Hybrid,0.9,915032
PRAG_14700W_585,PRAG,14700.0,48.0,220.0,Battery-Based,0.88,728581
Protonix Fortuner_850W_586,Protonix Fortuner,850.0,24.0,220.0,Off-Grid,0.88,63520
Victron Energy_9050W_587,Victron Energy,9050.0,48.0,220.0,Hybrid,0.9,1288363
Protonix Fortuner_12750W_588,Protonix Fortuner,12750.0,96.0,220.0,Off-Grid,0.87,926998
Blue Gate_13200W_589,Blue Gate,13200.0,96.0,220.0,Multifunction,0.88,585605
Protonix Fortuner_7500W_590,Protonix Fortuner,7500.0,240.0,220.0,Hybrid,0.91,637188
Kartel Solar_10100W_591,Kartel Solar,10100.0,240.0,220.0,Grid-Tie,0.9,605865
Felicity Solar_9600W_592,Felicity Solar,9600.0,48.0,220.0,Grid-Tie,0.89,300429
Growatt_7650W_593,Growatt,7650.0,24.0,220.0,Grid-Tie,0.87,482755
Fronius_6650W_594,Fronius,6650.0,24.0,220.0,Grid-Tie,0.87,851890
Growatt_12800W_595,Growatt,12800.0,240.0,220.0,Multifunction,0.87,1129377
Sungrow_17500W_596,Sungrow,17500.0,12.0,220.0,Battery-Based,0.88,1683989
PRAG_15650W_597,PRAG,15650.0,48.0,220.0,Hybrid,0.9,880611
Felicity Solar_4850W_598,Felicity Solar,4850.0,48.0,220.0,Off-Grid,0.91,288355
Sungrow_8400W_599,Sungrow,8400.0,96.0,220.0,Battery-Based,0.9,505189
Kartel Solar_13800W_600,Kartel Solar,13800.0,24.0,220.0,Battery-Based,0.87,431221
Felicity Solar_6350W_601,Felicity Solar,6350.0,12.0,220.0,Battery-Based,0.9,300166
Blue Gate_2600W_602,Blue Gate,2600.0,96.0,220.0,Grid-Tie,0.87,129471
Blue Gate_15850W_603,Blue Gate,15850.0,96.0,220.0,Hybrid,0.9,632157
Kartel Solar_1550W_604,Kartel Solar,1550.0,96.0,220.0,Battery-Based,0.9,66000
Fronius_15550W_605,Fronius,15550.0,96.0,220.0,Battery-Based,0.91,2190533
Victron Energy_2300W_606,Victron Energy,2300.0,96.0,220.0,Multifunction,0.92,278948
Victron Energy_9200W_607,Victron Energy,9200.0,12.0,220.0,Off-Grid,0.88,1208586
Fronius_10300W_608,Fronius,10300.0,240.0,220.0,Hybrid,0.92,1392703
