controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_NGN
Livoltek_PWM_60V_45A_332,Livoltek,PWM,60.0,45.0,0.94,163567
Must_PWM_48V_40A_333,Must,PWM,48.0,40.0,0.92,76840
Anern_PWM_36V_40A_334,Anern,PWM,36.0,40.0,0.95,106667
Must_PWM_12V_100A_335,Must,PWM,12.0,100.0,0.93,75836
Souer_MPPT_48V_80A_336,Souer,MPPT,48.0,80.0,0.92,181841
Xtra Power_MPPT_36V_100A_337,Xtra Power,MPPT,36.0,100.0,0.91,87718
Must_PWM_12V_35A_338,Must,PWM,12.0,35.0,0.92,57478
Souer_PWM_24V_60A_339,Souer,PWM,24.0,60.0,0.93,161432
Anern_MPPT_48V_80A_340,Anern,MPPT,48.0,80.0,0.91,104211
Xtra Power_PWM_24V_40A_341,Xtra Power,PWM,24.0,40.0,0.94,145844
Felicity_PWM_12V_95A_342,Felicity,PWM,12.0,95.0,0.92,65233
Felicity_MPPT_24V_55A_343,Felicity,MPPT,24.0,55.0,0.94,26010
Xtra Power_PWM_36V_80A_344,Xtra Power,PWM,36.0,80.0,0.94,95066
Growatt_MPPT_24V_30A_345,Growatt,MPPT,24.0,30.0,0.91,55207
Techfine_PWM_36V_90A_346,Techfine,PWM,36.0,90.0,0.92,141532
Growatt_MPPT_60V_55A_347,Growatt,MPPT,60.0,55.0,0.92,46832
Must_MPPT_24V_30A_348,Must,MPPT,24.0,30.0,0.93,46696
Must_PWM_60V_70A_349,Must,PWM,60.0,70.0,0.94,60146
Morningstar_PWM_12V_60A_350,Morningstar,PWM,12.0,60.0,0.91,233616
Epever_PWM_12V_75A_351,Epever,PWM,12.0,75.0,0.91,96268
Souer_MPPT_48V_85A_352,Souer,MPPT,48.0,85.0,0.94,232972
Must_PWM_12V_15A_353,Must,PWM,12.0,15.0,0.93,50367
Growatt_MPPT_100V_70A_354,Growatt,MPPT,100.0,70.0,0.94,53886
Livoltek_MPPT_60V_10A_355,Livoltek,MPPT,60.0,10.0,0.93,249490
Morningstar_PWM_12V_100A_356,Morningstar,PWM,12.0,100.0,0.94,203666
Growatt_MPPT_12V_45A_357,Growatt,MPPT,12.0,45.0,0.91,27101
Morningstar_PWM_60V_70A_358,Morningstar,PWM,60.0,70.0,0.93,155038
Epever_PWM_24V_70A_359,Epever,PWM,24.0,70.0,0.95,87237
Xtra Power_MPPT_48V_95A_360,Xtra Power,MPPT,48.0,95.0,0.95,93230
Must_PWM_12V_40A_361,Must,PWM,12.0,40.0,0.92,61702
Xtra Power_MPPT_48V_10A_362,Xtra Power,MPPT,48.0,10.0,0.94,112713
Felicity_MPPT_150V_75A_363,Felicity,MPPT,150.0,75.0,0.95,53387
Morningstar_PWM_60V_35A_364,Morningstar,PWM,60.0,35.0,0.92,185757
Anern_PWM_24V_85A_365,Anern,PWM,24.0,85.0,0.94,94592
Xtra Power_PWM_36V_80A_366,Xtra Power,PWM,36.0,80.0,0.92,137408
Anern_MPPT_36V_10A_367,Anern,MPPT,36.0,10.0,0.93,99098
Must_MPPT_100V_85A_368,Must,MPPT,100.0,85.0,0.94,72662
Techfine_PWM_36V_55A_369,Techfine,PWM,36.0,55.0,0.94,100867
Epever_MPPT_48V_20A_370,Epever,MPPT,48.0,20.0,0.95,117722
Felicity_PWM_24V_60A_371,Felicity,PWM,24.0,60.0,0.92,21144
Growatt_MPPT_60V_75A_372,Growatt,MPPT,60.0,75.0,0.92,79378
Felicity_PWM_48V_55A_373,Felicity,PWM,48.0,55.0,0.92,47432
Must_PWM_24V_50A_374,Must,PWM,24.0,50.0,0.93,73511
Livoltek_MPPT_100V_55A_375,Livoltek,MPPT,100.0,55.0,0.94,189145
SRNE_MPPT_48V_95A_376,SRNE,MPPT,48.0,95.0,0.92,65482
SRNE_PWM_60V_60A_377,SRNE,PWM,60.0,60.0,0.93,53942
Livoltek_PWM_12V_80A_378,Livoltek,PWM,12.0,80.0,0.94,218391
Xtra Power_PWM_36V_85A_379,Xtra Power,PWM,36.0,85.0,0.93,108837
Growatt_MPPT_48V_30A_380,Growatt,MPPT,48.0,30.0,0.94,41915
Growatt_MPPT_36V_45A_381,Growatt,MPPT,36.0,45.0,0.92,46203
Techfine_PWM_60V_90A_382,Techfine,PWM,60.0,90.0,0.94,86588
Techfine_PWM_24V_95A_383,Techfine,PWM,24.0,95.0,0.93,115435
Felicity_PWM_12V_10A_384,Felicity,PWM,12.0,10.0,0.94,79362
Xtra Power_MPPT_24V_10A_385,Xtra Power,MPPT,24.0,10.0,0.93,132227
Growatt_MPPT_12V_95A_386,Growatt,MPPT,12.0,95.0,0.93,79811
SRNE_PWM_36V_20A_387,SRNE,PWM,36.0,20.0,0.91,26792
Felicity_MPPT_24V_55A_388,Felicity,MPPT,24.0,55.0,0.92,43575
Techfine_PWM_60V_20A_389,Techfine,PWM,60.0,20.0,0.92,117414
Growatt_PWM_60V_95A_390,Growatt,PWM,60.0,95.0,0.93,27883
Anern_MPPT_150V_55A_391,Anern,MPPT,150.0,55.0,0.93,89325
Techfine_PWM_12V_75A_392,Techfine,PWM,12.0,75.0,0.94,123356
Techfine_MPPT_12V_30A_393,Techfine,MPPT,12.0,30.0,0.93,90318
Must_PWM_24V_55A_394,Must,PWM,24.0,55.0,0.93,67797
Must_MPPT_60V_55A_395,Must,MPPT,60.0,55.0,0.93,75340
Techfine_PWM_48V_20A_396,Techfine,PWM,48.0,20.0,0.93,97158
Techfine_PWM_60V_80A_397,Techfine,PWM,60.0,80.0,0.95,93683
Souer_MPPT_24V_15A_398,Souer,MPPT,24.0,15.0,0.93,153340
Must_PWM_36V_55A_399,Must,PWM,36.0,55.0,0.93,38278
Growatt_PWM_60V_70A_400,Growatt,PWM,60.0,70.0,0.91,71661
SRNE_PWM_12V_10A_401,SRNE,PWM,12.0,10.0,0.92,61823
SRNE_MPPT_150V_30A_402,SRNE,MPPT,150.0,30.0,0.91,41364
Growatt_PWM_12V_15A_403,Growatt,PWM,12.0,15.0,0.91,65475
Felicity_MPPT_60V_10A_404,Felicity,MPPT,60.0,10.0,0.93,61146
Techfine_MPPT_12V_35A_405,Techfine,MPPT,12.0,35.0,0.94,114372
SRNE_MPPT_60V_75A_406,SRNE,MPPT,60.0,75.0,0.95,45487
Felicity_PWM_36V_45A_407,Felicity,PWM,36.0,45.0,0.91,55838
Schneider Electric_MPPT_60V_10A_408,Schneider Electric,MPPT,60.0,10.0,0.94,232105
Schneider Electric_PWM_12V_100A_409,Schneider Electric,PWM,12.0,100.0,0.93,170499
Growatt_MPPT_48V_40A_410,Growatt,MPPT,48.0,40.0,0.94,44630
Felicity_MPPT_100V_55A_411,Felicity,MPPT,100.0,55.0,0.91,25607
Felicity_PWM_36V_15A_412,Felicity,PWM,36.0,15.0,0.93,60833
Souer_MPPT_100V_10A_413,Souer,MPPT,100.0,10.0,0.93,233002
Morningstar_MPPT_48V_10A_414,Morningstar,MPPT,48.0,10.0,0.91,247687
SRNE_PWM_36V_75A_415,SRNE,PWM,36.0,75.0,0.91,62895
Growatt_MPPT_24V_50A_416,Growatt,MPPT,24.0,50.0,0.92,56211
Growatt_PWM_36V_75A_417,Growatt,PWM,36.0,75.0,0.95,67866
Must_PWM_24V_45A_418,Must,PWM,24.0,45.0,0.95,65386
Xtra Power_PWM_48V_40A_419,Xtra Power,PWM,48.0,40.0,0.94,139388
Souer_MPPT_100V_80A_420,Souer,MPPT,100.0,80.0,0.92,157861
Growatt_MPPT_48V_15A_421,Growatt,MPPT,48.0,15.0,0.94,35140
Techfine_MPPT_36V_65A_422,Techfine,MPPT,36.0,65.0,0.92,92906
Techfine_PWM_12V_20A_423,Techfine,PWM,12.0,20.0,0.93,148498
Epever_MPPT_12V_90A_424,Epever,MPPT,12.0,90.0,0.95,102136
Souer_PWM_60V_50A_425,Souer,PWM,60.0,50.0,0.92,227341
Epever_PWM_48V_60A_426,Epever,PWM,48.0,60.0,0.93,94304
Must_PWM_24V_10A_427,Must,PWM,24.0,10.0,0.92,68709
Felicity_PWM_24V_55A_428,Felicity,PWM,24.0,55.0,0.93,49583
Souer_MPPT_24V_10A_429,Souer,MPPT,24.0,10.0,0.94,211113
Anern_MPPT_150V_35A_430,Anern,MPPT,150.0,35.0,0.92,143287
SRNE_PWM_12V_45A_431,SRNE,PWM,12.0,45.0,0.93,51850
Felicity_PWM_36V_60A_432,Felicity,PWM,36.0,60.0,0.91,75971
Morningstar_PWM_36V_35A_433,Morningstar,PWM,36.0,35.0,0.92,244402
SRNE_PWM_36V_30A_434,SRNE,PWM,36.0,30.0,0.93,58945
Schneider Electric_PWM_24V_80A_435,Schneider Electric,PWM,24.0,80.0,0.91,192833
Anern_MPPT_36V_95A_436,Anern,MPPT,36.0,95.0,0.92,110727
SRNE_PWM_12V_20A_437,SRNE,PWM,12.0,20.0,0.94,37931
Epever_PWM_48V_65A_438,Epever,PWM,48.0,65.0,0.91,122025
Anern_MPPT_12V_50A_439,Anern,MPPT,12.0,50.0,0.92,82727
Xtra Power_PWM_36V_95A_440,Xtra Power,PWM,36.0,95.0,0.92,139605
Schneider Electric_MPPT_150V_60A_441,Schneider Electric,MPPT,150.0,60.0,0.95,186919
Growatt_MPPT_60V_10A_442,Growatt,MPPT,60.0,10.0,0.93,31097
Techfine_MPPT_24V_45A_443,Techfine,MPPT,24.0,45.0,0.91,141667
SRNE_MPPT_36V_30A_444,SRNE,MPPT,36.0,30.0,0.91,39736
Xtra Power_MPPT_100V_90A_445,Xtra Power,MPPT,100.0,90.0,0.93,91532
Must_PWM_36V_55A_446,Must,PWM,36.0,55.0,0.91,49327
SRNE_PWM_36V_35A_447,SRNE,PWM,36.0,35.0,0.91,51425
Souer_PWM_12V_90A_448,Souer,PWM,12.0,90.0,0.92,192205
Felicity_MPPT_36V_15A_449,Felicity,MPPT,36.0,15.0,0.92,33222
Felicity_MPPT_36V_65A_450,Felicity,MPPT,36.0,65.0,0.94,36701
Techfine_PWM_24V_70A_451,Techfine,PWM,24.0,70.0,0.93,127805
Morningstar_PWM_60V_20A_452,Morningstar,PWM,60.0,20.0,0.93,190423
SRNE_MPPT_12V_65A_453,SRNE,MPPT,12.0,65.0,0.91,35582
Anern_MPPT_12V_40A_454,Anern,MPPT,12.0,40.0,0.91,141313
Felicity_MPPT_36V_100A_455,Felicity,MPPT,36.0,100.0,0.92,71560
Anern_PWM_36V_15A_456,Anern,PWM,36.0,15.0,0.92,107463
Felicity_PWM_12V_10A_457,Felicity,PWM,12.0,10.0,0.95,65114
Epever_PWM_12V_75A_458,Epever,PWM,12.0,75.0,0.91,123173
Must_PWM_24V_65A_459,Must,PWM,24.0,65.0,0.93,69865
SRNE_PWM_12V_20A_460,SRNE,PWM,12.0,20.0,0.91,75213
Felicity_MPPT_150V_60A_461,Felicity,MPPT,150.0,60.0,0.94,21035
Livoltek_PWM_36V_10A_462,Livoltek,PWM,36.0,10.0,0.93,168094
Souer_MPPT_60V_30A_463,Souer,MPPT,60.0,30.0,0.94,226083
Techfine_MPPT_60V_90A_464,Techfine,MPPT,60.0,90.0,0.93,127545
SRNE_PWM_48V_15A_465,SRNE,PWM,48.0,15.0,0.92,69872
Growatt_MPPT_36V_100A_466,Growatt,MPPT,36.0,100.0,0.93,70576
Xtra Power_MPPT_48V_10A_467,Xtra Power,MPPT,48.0,10.0,0.93,123493
Livoltek_MPPT_48V_25A_468,Livoltek,MPPT,48.0,25.0,0.93,160026
Growatt_PWM_60V_25A_469,Growatt,PWM,60.0,25.0,0.92,32648
Livoltek_PWM_48V_90A_470,Livoltek,PWM,48.0,90.0,0.93,237592
Techfine_MPPT_100V_30A_471,Techfine,MPPT,100.0,30.0,0.91,126714
Felicity_MPPT_24V_25A_472,Felicity,MPPT,24.0,25.0,0.94,21260
Techfine_MPPT_24V_10A_473,Techfine,MPPT,24.0,10.0,0.94,125693
Morningstar_MPPT_36V_75A_474,Morningstar,MPPT,36.0,75.0,0.92,185616
Livoltek_PWM_12V_20A_475,Livoltek,PWM,12.0,20.0,0.95,204886
Livoltek_MPPT_100V_75A_476,Livoltek,MPPT,100.0,75.0,0.94,229466
Felicity_MPPT_60V_50A_477,Felicity,MPPT,60.0,50.0,0.94,61092
Morningstar_MPPT_100V_35A_478,Morningstar,MPPT,100.0,35.0,0.92,217519
Techfine_MPPT_60V_55A_479,Techfine,MPPT,60.0,55.0,0.92,96525
Growatt_PWM_60V_85A_480,Growatt,PWM,60.0,85.0,0.94,33468
Felicity_PWM_36V_100A_481,Felicity,PWM,36.0,100.0,0.94,30102
Epever_MPPT_12V_35A_482,Epever,MPPT,12.0,35.0,0.93,135551
Xtra Power_MPPT_24V_40A_483,Xtra Power,MPPT,24.0,40.0,0.94,99515
SRNE_MPPT_48V_70A_484,SRNE,MPPT,48.0,70.0,0.93,34140
Schneider Electric_PWM_60V_55A_485,Schneider Electric,PWM,60.0,55.0,0.95,157095
Epever_PWM_48V_50A_486,Epever,PWM,48.0,50.0,0.94,96605
Felicity_PWM_36V_70A_487,Felicity,PWM,36.0,70.0,0.93,36866
Xtra Power_MPPT_12V_25A_488,Xtra Power,MPPT,12.0,25.0,0.94,103540
Xtra Power_MPPT_60V_60A_489,Xtra Power,MPPT,60.0,60.0,0.94,107319
Anern_PWM_48V_85A_490,Anern,PWM,48.0,85.0,0.95,92833
Souer_MPPT_24V_100A_491,Souer,MPPT,24.0,100.0,0.91,182911
Growatt_MPPT_36V_45A_492,Growatt,MPPT,36.0,45.0,0.92,30547
Felicity_PWM_36V_95A_493,Felicity,PWM,36.0,95.0,0.93,63995
Epever_PWM_60V_90A_494,Epever,PWM,60.0,90.0,0.95,108227
Epever_MPPT_36V_95A_495,Epever,MPPT,36.0,95.0,0.91,116599
Felicity_PWM_36V_25A_496,Felicity,PWM,36.0,25.0,0.94,36559
Epever_PWM_36V_85A_497,Epever,PWM,36.0,85.0,0.94,119322
Xtra Power_PWM_24V_15A_498,Xtra Power,PWM,24.0,15.0,0.93,98542
Xtra Power_MPPT_36V_100A_499,Xtra Power,MPPT,36.0,100.0,0.91,116169
Anern_MPPT_150V_55A_500,Anern,MPPT,150.0,55.0,0.93,130106
Growatt_PWM_24V_80A_501,Growatt,PWM,24.0,80.0,0.91,22843
Growatt_MPPT_36V_45A_502,Growatt,MPPT,36.0,45.0,0.94,71204
Techfine_MPPT_12V_30A_503,Techfine,MPPT,12.0,30.0,0.95,138801
Livoltek_MPPT_12V_85A_504,Livoltek,MPPT,12.0,85.0,0.92,200884
SRNE_MPPT_150V_15A_505,SRNE,MPPT,150.0,15.0,0.93,20269
SRNE_MPPT_24V_75A_506,SRNE,MPPT,24.0,75.0,0.94,76745
Techfine_MPPT_12V_10A_507,Techfine,MPPT,12.0,10.0,0.92,111669
Souer_PWM_36V_25A_508,Souer,PWM,36.0,25.0,0.94,154676
Anern_PWM_24V_35A_509,Anern,PWM,24.0,35.0,0.92,82556
Growatt_PWM_12V_75A_510,Growatt,PWM,12.0,75.0,0.93,33884
Livoltek_PWM_12V_95A_511,Livoltek,PWM,12.0,95.0,0.93,167390
Xtra Power_MPPT_48V_20A_512,Xtra Power,MPPT,48.0,20.0,0.93,97875
Xtra Power_PWM_24V_70A_513,Xtra Power,PWM,24.0,70.0,0.93,134411
Growatt_PWM_24V_30A_514,Growatt,PWM,24.0,30.0,0.92,58069
Techfine_PWM_48V_75A_515,Techfine,PWM,48.0,75.0,0.93,126006
Anern_MPPT_100V_20A_516,Anern,MPPT,100.0,20.0,0.95,118718
Growatt_PWM_48V_100A_517,Growatt,PWM,48.0,100.0,0.95,74828
Anern_PWM_48V_50A_518,Anern,PWM,48.0,50.0,0.92,110936
Growatt_PWM_36V_65A_519,Growatt,PWM,36.0,65.0,0.92,20935
Anern_MPPT_48V_85A_520,Anern,MPPT,48.0,85.0,0.92,104778
Must_PWM_36V_10A_521,Must,PWM,36.0,10.0,0.94,61015
Growatt_PWM_12V_60A_522,Growatt,PWM,12.0,60.0,0.93,53940
Growatt_PWM_24V_30A_523,Growatt,PWM,24.0,30.0,0.93,58136
Epever_MPPT_12V_55A_524,Epever,MPPT,12.0,55.0,0.93,111526
Anern_PWM_36V_90A_525,Anern,PWM,36.0,90.0,0.92,131063
Anern_PWM_24V_45A_526,Anern,PWM,24.0,45.0,0.93,135532
Anern_PWM_60V_45A_527,Anern,PWM,60.0,45.0,0.93,129927
Livoltek_PWM_36V_30A_528,Livoltek,PWM,36.0,30.0,0.95,192767
Epever_MPPT_150V_10A_529,Epever,MPPT,150.0,10.0,0.93,119335
Souer_MPPT_60V_100A_530,Souer,MPPT,60.0,100.0,0.92,151992
Growatt_PWM_36V_45A_531,Growatt,PWM,36.0,45.0,0.94,72337
Xtra Power_PWM_12V_90A_532,Xtra Power,PWM,12.0,90.0,0.95,97221
Xtra Power_MPPT_150V_45A_533,Xtra Power,MPPT,150.0,45.0,0.92,108531
Must_MPPT_150V_20A_534,Must,MPPT,150.0,20.0,0.91,76048
Must_MPPT_24V_55A_535,Must,MPPT,24.0,55.0,0.91,46360
Growatt_PWM_24V_80A_536,Growatt,PWM,24.0,80.0,0.92,42598
SRNE_MPPT_100V_55A_537,SRNE,MPPT,100.0,55.0,0.91,68376
Must_MPPT_12V_10A_538,Must,MPPT,12.0,10.0,0.92,74497
Anern_MPPT_36V_45A_539,Anern,MPPT,36.0,45.0,0.95,91190
Livoltek_MPPT_100V_35A_540,Livoltek,MPPT,100.0,35.0,0.93,193692
SRNE_PWM_24V_30A_541,SRNE,PWM,24.0,30.0,0.95,78741
Felicity_MPPT_12V_50A_542,Felicity,MPPT,12.0,50.0,0.93,71059
Anern_PWM_36V_20A_543,Anern,PWM,36.0,20.0,0.91,81034
SRNE_PWM_48V_35A_544,SRNE,PWM,48.0,35.0,0.93,78649
Epever_MPPT_150V_30A_545,Epever,MPPT,150.0,30.0,0.92,107192
Morningstar_PWM_12V_20A_546,Morningstar,PWM,12.0,20.0,0.93,162560
Felicity_PWM_60V_35A_547,Felicity,PWM,60.0,35.0,0.92,61484
Schneider Electric_PWM_48V_20A_548,Schneider Electric,PWM,48.0,20.0,0.95,168315
Epever_PWM_48V_100A_549,Epever,PWM,48.0,100.0,0.94,149917
Anern_PWM_60V_40A_550,Anern,PWM,60.0,40.0,0.94,90433
Felicity_PWM_60V_80A_551,Felicity,PWM,60.0,80.0,0.93,35457
Epever_MPPT_60V_50A_552,Epever,MPPT,60.0,50.0,0.92,108164
SRNE_PWM_60V_50A_553,SRNE,PWM,60.0,50.0,0.93,44576
Morningstar_MPPT_36V_25A_554,Morningstar,MPPT,36.0,25.0,0.92,176049
SRNE_MPPT_100V_100A_555,SRNE,MPPT,100.0,100.0,0.94,65945
Morningstar_PWM_60V_90A_556,Morningstar,PWM,60.0,90.0,0.91,192982
Growatt_MPPT_48V_85A_557,Growatt,MPPT,48.0,85.0,0.95,46499
Techfine_MPPT_12V_35A_558,Techfine,MPPT,12.0,35.0,0.91,113423
SRNE_PWM_48V_60A_559,SRNE,PWM,48.0,60.0,0.91,61485
Schneider Electric_PWM_24V_80A_560,Schneider Electric,PWM,24.0,80.0,0.93,202256
Morningstar_PWM_48V_10A_561,Morningstar,PWM,48.0,10.0,0.94,174593
Xtra Power_MPPT_150V_35A_562,Xtra Power,MPPT,150.0,35.0,0.92,128367
Anern_MPPT_60V_25A_563,Anern,MPPT,60.0,25.0,0.95,98740
Felicity_MPPT_100V_15A_564,Felicity,MPPT,100.0,15.0,0.92,33762
Anern_MPPT_12V_15A_565,Anern,MPPT,12.0,15.0,0.94,143601
Must_MPPT_36V_45A_566,Must,MPPT,36.0,45.0,0.94,37783
Growatt_MPPT_24V_70A_567,Growatt,MPPT,24.0,70.0,0.92,61771
Schneider Electric_MPPT_36V_55A_568,Schneider Electric,MPPT,36.0,55.0,0.92,214291
Growatt_PWM_48V_55A_569,Growatt,PWM,48.0,55.0,0.94,30526
SRNE_MPPT_150V_25A_570,SRNE,MPPT,150.0,25.0,0.92,45872
Anern_PWM_60V_80A_571,Anern,PWM,60.0,80.0,0.93,125242
Felicity_MPPT_12V_70A_572,Felicity,MPPT,12.0,70.0,0.92,26666
Growatt_PWM_36V_70A_573,Growatt,PWM,36.0,70.0,0.94,62705
Souer_PWM_36V_100A_574,Souer,PWM,36.0,100.0,0.93,245933
Xtra Power_PWM_36V_50A_575,Xtra Power,PWM,36.0,50.0,0.92,112989
Epever_PWM_12V_10A_576,Epever,PWM,12.0,10.0,0.94,87225
Schneider Electric_MPPT_24V_65A_577,Schneider Electric,MPPT,24.0,65.0,0.95,174126
Morningstar_PWM_12V_65A_578,Morningstar,PWM,12.0,65.0,0.92,220581
Xtra Power_PWM_48V_70A_579,Xtra Power,PWM,48.0,70.0,0.93,85952
Must_PWM_36V_95A_580,Must,PWM,36.0,95.0,0.94,24012
Felicity_MPPT_150V_25A_581,Felicity,MPPT,150.0,25.0,0.93,28072
Growatt_PWM_36V_70A_582,Growatt,PWM,36.0,70.0,0.95,26897
SRNE_MPPT_24V_65A_583,SRNE,MPPT,24.0,65.0,0.91,47870
Morningstar_MPPT_24V_70A_584,Morningstar,MPPT,24.0,70.0,0.92,219520
Epever_PWM_36V_85A_585,Epever,PWM,36.0,85.0,0.91,143503
Xtra Power_MPPT_60V_10A_586,Xtra Power,MPPT,60.0,10.0,0.94,125167
Must_PWM_12V_60A_587,Must,PWM,12.0,60.0,0.93,22964
Epever_MPPT_12V_60A_588,Epever,MPPT,12.0,60.0,0.94,91032
Must_MPPT_60V_45A_589,Must,MPPT,60.0,45.0,0.91,22537
Livoltek_PWM_48V_90A_590,Livoltek,PWM,48.0,90.0,0.93,170818
Epever_MPPT_100V_30A_591,Epever,MPPT,100.0,30.0,0.93,92797
Growatt_PWM_60V_95A_592,Growatt,PWM,60.0,95.0,0.92,38575
Growatt_PWM_36V_50A_593,Growatt,PWM,36.0,50.0,0.94,50424
Anern_MPPT_48V_75A_594,Anern,MPPT,48.0,75.0,0.92,112647
Anern_MPPT_24V_10A_595,Anern,MPPT,24.0,10.0,0.94,86568
Schneider Electric_MPPT_60V_35A_596,Schneider Electric,MPPT,60.0,35.0,0.92,226613
Xtra Power_PWM_60V_90A_597,Xtra Power,PWM,60.0,90.0,0.92,81504
Livoltek_PWM_48V_100A_598,Livoltek,PWM,48.0,100.0,0.91,247454
Techfine_MPPT_24V_85A_599,Techfine,MPPT,24.0,85.0,0.95,90172
SRNE_MPPT_24V_30A_600,SRNE,MPPT,24.0,30.0,0.95,30759
Epever_MPPT_24V_50A_601,Epever,MPPT,24.0,50.0,0.94,93767
Xtra Power_PWM_60V_25A_602,Xtra Power,PWM,60.0,25.0,0.94,116619
Epever_PWM_60V_75A_603,Epever,PWM,60.0,75.0,0.93,116840
Anern_MPPT_24V_60A_604,Anern,MPPT,24.0,60.0,0.93,100882
Xtra Power_PWM_48V_15A_605,Xtra Power,PWM,48.0,15.0,0.92,143831
Epever_PWM_36V_70A_606,Epever,PWM,36.0,70.0,0.92,149314
Schneider Electric_PWM_60V_45A_607,Schneider Electric,PWM,60.0,45.0,0.94,218824
Felicity_MPPT_12V_90A_608,Felicity,MPPT,12.0,90.0,0.92,65627
Must_PWM_24V_55A_609,Must,PWM,24.0,55.0,0.92,55465
Techfine_PWM_48V_75A_610,Techfine,PWM,48.0,75.0,0.91,81653
Epever_MPPT_24V_45A_611,Epever,MPPT,24.0,45.0,0.94,145817
Xtra Power_MPPT_24V_95A_612,Xtra Power,MPPT,24.0,95.0,0.92,126750
Epever_PWM_12V_60A_613,Epever,PWM,12.0,60.0,0.93,129619
Felicity_MPPT_24V_75A_614,Felicity,MPPT,24.0,75.0,0.91,68332
Felicity_MPPT_24V_85A_615,Felicity,MPPT,24.0,85.0,0.94,70931
Techfine_PWM_60V_45A_616,Techfine,PWM,60.0,45.0,0.93,123695
Anern_PWM_24V_25A_617,Anern,PWM,24.0,25.0,0.94,83074
Morningstar_PWM_60V_20A_618,Morningstar,PWM,60.0,20.0,0.92,165218
Growatt_MPPT_36V_65A_619,Growatt,MPPT,36.0,65.0,0.95,54157
Xtra Power_MPPT_100V_95A_620,Xtra Power,MPPT,100.0,95.0,0.93,110828
Growatt_MPPT_150V_25A_621,Growatt,MPPT,150.0,25.0,0.95,64705
Techfine_PWM_60V_40A_622,Techfine,PWM,60.0,40.0,0.93,80910
Schneider Electric_PWM_48V_65A_623,Schneider Electric,PWM,48.0,65.0,0.93,173661
Xtra Power_MPPT_12V_65A_624,Xtra Power,MPPT,12.0,65.0,0.94,117198
Felicity_MPPT_48V_95A_625,Felicity,MPPT,48.0,95.0,0.92,63694
Livoltek_PWM_24V_75A_626,Livoltek,PWM,24.0,75.0,0.93,233634
Must_MPPT_24V_35A_627,Must,MPPT,24.0,35.0,0.91,37604
Epever_MPPT_12V_35A_628,Epever,MPPT,12.0,35.0,0.94,133159
Xtra Power_PWM_60V_35A_629,Xtra Power,PWM,60.0,35.0,0.92,135271
Xtra Power_MPPT_60V_75A_630,Xtra Power,MPPT,60.0,75.0,0.91,148423
Techfine_PWM_48V_70A_631,Techfine,PWM,48.0,70.0,0.95,118177
Livoltek_PWM_36V_95A_632,Livoltek,PWM,36.0,95.0,0.91,194789
Anern_PWM_36V_100A_633,Anern,PWM,36.0,100.0,0.91,128419
Techfine_MPPT_48V_40A_634,Techfine,MPPT,48.0,40.0,0.92,101660
Souer_MPPT_100V_75A_635,Souer,MPPT,100.0,75.0,0.95,215026
Anern_MPPT_36V_40A_636,Anern,MPPT,36.0,40.0,0.94,140832
Felicity_PWM_60V_50A_637,Felicity,PWM,60.0,50.0,0.94,64086
Growatt_MPPT_100V_30A_638,Growatt,MPPT,100.0,30.0,0.92,53130
Morningstar_MPPT_36V_80A_639,Morningstar,MPPT,36.0,80.0,0.94,225069
Felicity_PWM_24V_40A_640,Felicity,PWM,24.0,40.0,0.94,61536
Must_PWM_60V_60A_641,Must,PWM,60.0,60.0,0.92,24420
Must_PWM_12V_25A_642,Must,PWM,12.0,25.0,0.94,78071
Morningstar_MPPT_12V_90A_643,Morningstar,MPPT,12.0,90.0,0.94,181237
Growatt_PWM_48V_95A_644,Growatt,PWM,48.0,95.0,0.92,25630
Felicity_PWM_48V_90A_645,Felicity,PWM,48.0,90.0,0.92,75024
Growatt_PWM_60V_90A_646,Growatt,PWM,60.0,90.0,0.93,30710
Xtra Power_PWM_24V_50A_647,Xtra Power,PWM,24.0,50.0,0.94,141303
Techfine_MPPT_100V_35A_648,Techfine,MPPT,100.0,35.0,0.91,144521
Techfine_PWM_48V_20A_649,Techfine,PWM,48.0,20.0,0.92,103764
Techfine_MPPT_24V_95A_650,Techfine,MPPT,24.0,95.0,0.93,91112
Souer_PWM_12V_40A_651,Souer,PWM,12.0,40.0,0.91,158275
Techfine_PWM_48V_15A_652,Techfine,PWM,48.0,15.0,0.93,82790
Xtra Power_PWM_48V_15A_653,Xtra Power,PWM,48.0,15.0,0.94,132689
Must_MPPT_150V_95A_654,Must,MPPT,150.0,95.0,0.92,63477
Epever_MPPT_60V_65A_655,Epever,MPPT,60.0,65.0,0.93,84041
Felicity_PWM_12V_35A_656,Felicity,PWM,12.0,35.0,0.93,63274
Xtra Power_MPPT_24V_60A_657,Xtra Power,MPPT,24.0,60.0,0.93,127564
Growatt_MPPT_24V_85A_658,Growatt,MPPT,24.0,85.0,0.95,55759
Livoltek_MPPT_60V_75A_659,Livoltek,MPPT,60.0,75.0,0.92,151850
Must_MPPT_60V_30A_660,Must,MPPT,60.0,30.0,0.93,71415
Epever_MPPT_12V_100A_661,Epever,MPPT,12.0,100.0,0.95,94996
Techfine_PWM_48V_60A_662,Techfine,PWM,48.0,60.0,0.92,91870
Growatt_PWM_24V_20A_663,Growatt,PWM,24.0,20.0,0.94,54982
