panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_NGN
Must_270W_Half-Cut_208,Must,Half-Cut,270.0,24.0,0.78,0.04,0.11,1.67,0.96,1.6,52644
Auxano Solar_200W_Bifacial_209,Auxano Solar,Bifacial,200.0,12.0,0.8,0.05,0.08,1.55,0.9,1.4,58775
Vsun Solar_220W_Monocrystalline_210,Vsun Solar,Monocrystalline,220.0,12.0,0.82,0.06,0.12,1.58,0.85,1.34,60751
Vsun Solar_480W_Half-Cut_211,Vsun Solar,Half-Cut,480.0,24.0,0.79,0.06,0.12,2.02,1.0,2.02,154162
Vsun Solar_240W_Half-Cut_212,Vsun Solar,Half-Cut,240.0,24.0,0.8,0.05,0.08,1.53,0.94,1.44,71054
Felicity_150W_Monocrystalline_213,Felicity,Monocrystalline,150.0,12.0,0.78,0.05,0.11,1.17,0.69,0.81,32567
Vsun Solar_470W_Bifacial_214,Vsun Solar,Bifacial,470.0,12.0,0.81,0.05,0.1,2.02,1.0,2.02,148318
Auxano Solar_600W_Polycrystalline_215,Auxano Solar,Polycrystalline,600.0,24.0,0.8,0.06,0.11,2.02,1.0,2.02,188504
Trina Solar_400W_Bifacial_216,Trina Solar,Bifacial,400.0,12.0,0.81,0.04,0.1,1.74,0.99,1.72,120357
Sukam_600W_Monocrystalline_217,Sukam,Monocrystalline,600.0,48.0,0.78,0.05,0.09,2.05,1.0,2.05,115560
Jinko Solar_290W_Bifacial_218,Jinko Solar,Bifacial,290.0,12.0,0.81,0.06,0.11,1.65,0.91,1.5,84312
Jinko Solar_80W_Half-Cut_219,Jinko Solar,Half-Cut,80.0,24.0,0.8,0.06,0.09,1.05,0.62,0.65,21119
Must_270W_Polycrystalline_220,Must,Polycrystalline,270.0,24.0,0.78,0.05,0.09,1.69,0.94,1.59,38162
Must_540W_Half-Cut_221,Must,Half-Cut,540.0,24.0,0.82,0.04,0.1,2.01,1.0,2.01,110236
Vsun Solar_530W_Bifacial_222,Vsun Solar,Bifacial,530.0,24.0,0.79,0.05,0.1,2.01,1.0,2.01,135643
JA Solar_370W_Monocrystalline_223,JA Solar,Monocrystalline,370.0,24.0,0.78,0.05,0.08,1.81,1.0,1.81,165290
Sukam_420W_Bifacial_224,Sukam,Bifacial,420.0,24.0,0.79,0.06,0.12,1.74,0.99,1.72,86727
Auxano Solar_430W_Bifacial_225,Auxano Solar,Bifacial,430.0,12.0,0.81,0.05,0.09,1.93,0.99,1.91,141987
Prag_440W_Half-Cut_226,Prag,Half-Cut,440.0,24.0,0.79,0.06,0.1,1.73,1.0,1.73,101662
Sukam_50W_Bifacial_227,Sukam,Bifacial,50.0,36.0,0.79,0.04,0.1,1.0,0.54,0.54,9364
Must_330W_Bifacial_228,Must,Bifacial,330.0,36.0,0.79,0.05,0.09,1.61,0.92,1.48,47163
Trina Solar_520W_Monocrystalline_229,Trina Solar,Monocrystalline,520.0,12.0,0.8,0.05,0.1,2.05,1.0,2.05,126095
Renogy_130W_Bifacial_230,Renogy,Bifacial,130.0,24.0,0.79,0.04,0.1,1.06,0.53,0.56,46808
Auxano Solar_540W_Monocrystalline_231,Auxano Solar,Monocrystalline,540.0,24.0,0.81,0.05,0.09,2.02,1.0,2.02,152706
Sukam_280W_Bifacial_232,Sukam,Bifacial,280.0,48.0,0.79,0.04,0.09,1.69,1.0,1.69,42720
Trina Solar_300W_Monocrystalline_233,Trina Solar,Monocrystalline,300.0,36.0,0.8,0.05,0.1,1.65,0.92,1.52,77310
Mercury_440W_Bifacial_234,Mercury,Bifacial,440.0,36.0,0.81,0.05,0.12,1.76,0.99,1.74,104548
JA Solar_250W_Monocrystalline_235,JA Solar,Monocrystalline,250.0,12.0,0.78,0.06,0.1,1.52,0.93,1.41,110635
Jinko Solar_350W_Monocrystalline_236,Jinko Solar,Monocrystalline,350.0,48.0,0.8,0.05,0.12,1.7,0.94,1.6,82888
Renogy_90W_Half-Cut_237,Renogy,Half-Cut,90.0,36.0,0.78,0.05,0.12,1.06,0.57,0.6,39897
LONGi Solar_550W_Polycrystalline_238,LONGi Solar,Polycrystalline,550.0,36.0,0.8,0.04,0.11,2.03,1.0,2.03,181454
Prag_590W_Polycrystalline_239,Prag,Polycrystalline,590.0,12.0,0.81,0.05,0.08,2.02,1.0,2.02,113503
Mercury_200W_Bifacial_240,Mercury,Bifacial,200.0,36.0,0.8,0.05,0.1,1.54,0.86,1.32,40730
Mercury_450W_Monocrystalline_241,Mercury,Monocrystalline,450.0,24.0,0.81,0.05,0.09,1.79,1.0,1.79,66875
Vsun Solar_400W_Half-Cut_242,Vsun Solar,Half-Cut,400.0,36.0,0.81,0.05,0.12,1.84,1.0,1.84,139749
Auxano Solar_280W_Half-Cut_243,Auxano Solar,Half-Cut,280.0,48.0,0.82,0.04,0.11,1.66,0.94,1.56,66835
Jinko Solar_480W_Half-Cut_244,Jinko Solar,Half-Cut,480.0,48.0,0.79,0.05,0.1,2.0,1.0,2.0,123862
Must_480W_Half-Cut_245,Must,Half-Cut,480.0,36.0,0.81,0.05,0.12,2.02,1.0,2.02,81828
Felicity_160W_Polycrystalline_246,Felicity,Polycrystalline,160.0,36.0,0.81,0.04,0.11,1.54,0.87,1.34,32143
LONGi Solar_100W_Bifacial_247,LONGi Solar,Bifacial,100.0,48.0,0.82,0.05,0.08,1.3,0.67,0.87,32274
Vsun Solar_160W_Half-Cut_248,Vsun Solar,Half-Cut,160.0,48.0,0.79,0.05,0.11,1.59,0.89,1.42,52453
Must_570W_Half-Cut_249,Must,Half-Cut,570.0,48.0,0.81,0.05,0.08,2.0,1.0,2.0,86144
Must_330W_Bifacial_250,Must,Bifacial,330.0,36.0,0.81,0.04,0.12,1.7,0.96,1.63,64925
LONGi Solar_100W_Monocrystalline_251,LONGi Solar,Monocrystalline,100.0,12.0,0.8,0.06,0.12,1.08,0.66,0.71,41773
Must_340W_Polycrystalline_252,Must,Polycrystalline,340.0,48.0,0.81,0.05,0.1,1.66,0.96,1.59,64832
Felicity_90W_Polycrystalline_253,Felicity,Polycrystalline,90.0,24.0,0.81,0.06,0.08,1.21,0.56,0.68,16193
Trina Solar_120W_Polycrystalline_254,Trina Solar,Polycrystalline,120.0,24.0,0.78,0.06,0.11,1.16,0.57,0.66,29677
Auxano Solar_540W_Polycrystalline_255,Auxano Solar,Polycrystalline,540.0,36.0,0.79,0.05,0.11,2.02,1.0,2.02,180908
Canadian Solar_100W_Polycrystalline_256,Canadian Solar,Polycrystalline,100.0,12.0,0.82,0.04,0.1,1.01,0.56,0.57,33540
Jinko Solar_220W_Half-Cut_257,Jinko Solar,Half-Cut,220.0,48.0,0.8,0.06,0.09,1.55,0.83,1.29,62405
Renogy_360W_Polycrystalline_258,Renogy,Polycrystalline,360.0,36.0,0.8,0.05,0.11,1.76,0.99,1.74,157553
Vsun Solar_240W_Half-Cut_259,Vsun Solar,Half-Cut,240.0,36.0,0.81,0.04,0.08,1.59,0.87,1.38,71459
Auxano Solar_600W_Half-Cut_260,Auxano Solar,Half-Cut,600.0,48.0,0.79,0.05,0.11,2.02,1.0,2.02,173753
Must_420W_Polycrystalline_261,Must,Polycrystalline,420.0,48.0,0.81,0.06,0.08,1.91,1.0,1.91,98161
Auxano Solar_220W_Monocrystalline_262,Auxano Solar,Monocrystalline,220.0,48.0,0.79,0.04,0.12,1.57,0.83,1.3,63452
LONGi Solar_340W_Bifacial_263,LONGi Solar,Bifacial,340.0,36.0,0.82,0.04,0.09,1.66,0.93,1.54,136431
Suntech_480W_Half-Cut_264,Suntech,Half-Cut,480.0,36.0,0.79,0.04,0.1,2.03,1.0,2.03,157070
Sukam_200W_Half-Cut_265,Sukam,Half-Cut,200.0,48.0,0.8,0.04,0.09,1.54,0.95,1.46,49168
Sukam_130W_Half-Cut_266,Sukam,Half-Cut,130.0,48.0,0.8,0.04,0.11,1.16,0.66,0.77,31807
Canadian Solar_260W_Bifacial_267,Canadian Solar,Bifacial,260.0,24.0,0.81,0.06,0.09,1.67,0.94,1.57,96134
Canadian Solar_100W_Polycrystalline_268,Canadian Solar,Polycrystalline,100.0,24.0,0.8,0.05,0.11,1.09,0.52,0.57,40085
Auxano Solar_170W_Polycrystalline_269,Auxano Solar,Polycrystalline,170.0,24.0,0.79,0.04,0.11,1.58,0.87,1.37,57071
LONGi Solar_170W_Half-Cut_270,LONGi Solar,Half-Cut,170.0,24.0,0.82,0.05,0.09,1.56,0.8,1.25,64461
Vsun Solar_450W_Polycrystalline_271,Vsun Solar,Polycrystalline,450.0,12.0,0.8,0.05,0.08,1.82,0.99,1.8,141065
Auxano Solar_510W_Polycrystalline_272,Auxano Solar,Polycrystalline,510.0,48.0,0.8,0.04,0.1,2.02,1.0,2.02,172916
Auxano Solar_240W_Monocrystalline_273,Auxano Solar,Monocrystalline,240.0,12.0,0.8,0.05,0.12,1.57,0.84,1.32,58867
Suntech_250W_Bifacial_274,Suntech,Bifacial,250.0,12.0,0.8,0.05,0.12,1.58,0.81,1.28,95159
Mercury_360W_Half-Cut_275,Mercury,Half-Cut,360.0,36.0,0.82,0.04,0.1,1.7,0.99,1.68,84927
LONGi Solar_570W_Polycrystalline_276,LONGi Solar,Polycrystalline,570.0,24.0,0.78,0.05,0.09,2.05,1.0,2.05,186842
Prag_370W_Monocrystalline_277,Prag,Monocrystalline,370.0,48.0,0.81,0.05,0.08,1.95,1.0,1.95,64727
Prag_240W_Bifacial_278,Prag,Bifacial,240.0,24.0,0.8,0.05,0.1,1.56,0.94,1.47,59153
Must_480W_Half-Cut_279,Must,Half-Cut,480.0,36.0,0.82,0.04,0.11,2.04,1.0,2.04,73381
Auxano Solar_590W_Half-Cut_280,Auxano Solar,Half-Cut,590.0,48.0,0.81,0.04,0.12,2.01,1.0,2.01,176462
Must_310W_Polycrystalline_281,Must,Polycrystalline,310.0,48.0,0.79,0.05,0.08,1.67,0.96,1.6,60322
Sukam_270W_Monocrystalline_282,Sukam,Monocrystalline,270.0,36.0,0.8,0.06,0.11,1.68,1.0,1.68,59185
Prag_80W_Monocrystalline_283,Prag,Monocrystalline,80.0,36.0,0.81,0.04,0.12,1.16,0.53,0.61,17205
Trina Solar_360W_Half-Cut_284,Trina Solar,Half-Cut,360.0,24.0,0.82,0.06,0.1,1.85,0.99,1.83,114976
Jinko Solar_480W_Monocrystalline_285,Jinko Solar,Monocrystalline,480.0,36.0,0.8,0.04,0.11,2.01,1.0,2.01,130149
Prag_300W_Monocrystalline_286,Prag,Monocrystalline,300.0,24.0,0.79,0.04,0.11,1.62,1.0,1.62,44275
Prag_490W_Polycrystalline_287,Prag,Polycrystalline,490.0,48.0,0.79,0.05,0.11,2.02,1.0,2.02,95464
Must_310W_Polycrystalline_288,Must,Polycrystalline,310.0,12.0,0.82,0.05,0.11,1.63,0.99,1.61,43150
LONGi Solar_300W_Polycrystalline_289,LONGi Solar,Polycrystalline,300.0,36.0,0.8,0.05,0.1,1.67,0.92,1.54,94936
Jinko Solar_530W_Half-Cut_290,Jinko Solar,Half-Cut,530.0,48.0,0.79,0.05,0.12,2.0,1.0,2.0,168221
LONGi Solar_50W_Monocrystalline_291,LONGi Solar,Monocrystalline,50.0,36.0,0.8,0.06,0.11,1.0,0.63,0.63,21587
LONGi Solar_340W_Monocrystalline_292,LONGi Solar,Monocrystalline,340.0,24.0,0.79,0.05,0.08,1.64,0.91,1.49,137835
Felicity_550W_Polycrystalline_293,Felicity,Polycrystalline,550.0,48.0,0.82,0.05,0.11,2.0,1.0,2.0,104655
Prag_600W_Bifacial_294,Prag,Bifacial,600.0,12.0,0.79,0.05,0.12,2.03,1.0,2.03,127178
Sukam_370W_Bifacial_295,Sukam,Bifacial,370.0,12.0,0.8,0.06,0.09,1.83,0.99,1.81,80007
Sukam_220W_Bifacial_296,Sukam,Bifacial,220.0,12.0,0.79,0.06,0.09,1.57,0.94,1.48,42287
Suntech_110W_Monocrystalline_297,Suntech,Monocrystalline,110.0,12.0,0.78,0.06,0.08,1.06,0.69,0.73,44629
Vsun Solar_410W_Monocrystalline_298,Vsun Solar,Monocrystalline,410.0,36.0,0.8,0.06,0.09,1.8,0.99,1.78,97685
Auxano Solar_100W_Bifacial_299,Auxano Solar,Bifacial,100.0,24.0,0.82,0.05,0.09,1.09,0.66,0.72,27459
Jinko Solar_580W_Polycrystalline_300,Jinko Solar,Polycrystalline,580.0,36.0,0.81,0.04,0.11,2.04,1.0,2.04,188692
Felicity_480W_Monocrystalline_301,Felicity,Monocrystalline,480.0,12.0,0.8,0.05,0.08,2.01,1.0,2.01,108829
Trina Solar_130W_Monocrystalline_302,Trina Solar,Monocrystalline,130.0,12.0,0.82,0.04,0.11,1.28,0.7,0.9,34672
Prag_160W_Monocrystalline_303,Prag,Monocrystalline,160.0,48.0,0.8,0.05,0.11,1.58,0.99,1.56,28250
Sukam_220W_Bifacial_304,Sukam,Bifacial,220.0,36.0,0.78,0.06,0.11,1.55,0.97,1.5,36836
Renogy_70W_Half-Cut_305,Renogy,Half-Cut,70.0,12.0,0.8,0.06,0.12,1.09,0.64,0.7,26155
Prag_450W_Bifacial_306,Prag,Bifacial,450.0,36.0,0.81,0.05,0.11,1.81,1.0,1.81,105780
Felicity_510W_Bifacial_307,Felicity,Bifacial,510.0,48.0,0.8,0.06,0.11,2.03,1.0,2.03,102013
Renogy_300W_Half-Cut_308,Renogy,Half-Cut,300.0,24.0,0.81,0.05,0.1,1.69,0.95,1.61,121515
Auxano Solar_360W_Half-Cut_309,Auxano Solar,Half-Cut,360.0,24.0,0.82,0.04,0.11,1.88,0.99,1.86,107680
Felicity_310W_Bifacial_310,Felicity,Bifacial,310.0,36.0,0.82,0.04,0.1,1.64,0.97,1.59,46046
JA Solar_320W_Bifacial_311,JA Solar,Bifacial,320.0,24.0,0.8,0.04,0.1,1.63,0.91,1.48,135472
Sukam_310W_Half-Cut_312,Sukam,Half-Cut,310.0,24.0,0.8,0.05,0.11,1.62,0.96,1.56,67808
Vsun Solar_420W_Polycrystalline_313,Vsun Solar,Polycrystalline,420.0,12.0,0.8,0.06,0.11,1.8,0.99,1.78,127934
Sukam_220W_Half-Cut_314,Sukam,Half-Cut,220.0,48.0,0.8,0.06,0.12,1.6,1.0,1.6,37474
Auxano Solar_470W_Half-Cut_315,Auxano Solar,Half-Cut,470.0,36.0,0.8,0.06,0.12,2.03,1.0,2.03,158479
LONGi Solar_120W_Bifacial_316,LONGi Solar,Bifacial,120.0,24.0,0.82,0.06,0.1,1.13,0.66,0.75,51690
Mercury_360W_Polycrystalline_317,Mercury,Polycrystalline,360.0,48.0,0.8,0.05,0.09,1.8,1.0,1.8,58719
JA Solar_250W_Bifacial_318,JA Solar,Bifacial,250.0,12.0,0.81,0.04,0.1,1.55,0.98,1.52,103633
Canadian Solar_470W_Bifacial_319,Canadian Solar,Bifacial,470.0,36.0,0.79,0.05,0.11,2.03,1.0,2.03,167069
Trina Solar_390W_Bifacial_320,Trina Solar,Bifacial,390.0,48.0,0.82,0.06,0.08,1.9,1.0,1.9,91019
Auxano Solar_180W_Polycrystalline_321,Auxano Solar,Polycrystalline,180.0,24.0,0.81,0.05,0.12,1.58,0.84,1.33,53705
Vsun Solar_360W_Monocrystalline_322,Vsun Solar,Monocrystalline,360.0,48.0,0.82,0.05,0.11,1.9,1.0,1.9,117011
Felicity_430W_Bifacial_323,Felicity,Bifacial,430.0,24.0,0.78,0.05,0.1,1.77,0.99,1.75,68639
Canadian Solar_120W_Monocrystalline_324,Canadian Solar,Monocrystalline,120.0,48.0,0.79,0.05,0.09,1.27,0.51,0.65,38146
Jinko Solar_90W_Half-Cut_325,Jinko Solar,Half-Cut,90.0,24.0,0.79,0.05,0.1,1.18,0.56,0.66,30204
Vsun Solar_340W_Half-Cut_326,Vsun Solar,Half-Cut,340.0,12.0,0.8,0.05,0.1,1.69,0.92,1.55,91402
Felicity_140W_Polycrystalline_327,Felicity,Polycrystalline,140.0,48.0,0.78,0.06,0.08,1.23,0.5,0.61,33240
Sukam_190W_Half-Cut_328,Sukam,Half-Cut,190.0,48.0,0.82,0.06,0.11,1.56,0.8,1.25,36158
LONGi Solar_550W_Polycrystalline_329,LONGi Solar,Polycrystalline,550.0,36.0,0.79,0.05,0.08,2.03,1.0,2.03,182610
JA Solar_360W_Half-Cut_330,JA Solar,Half-Cut,360.0,24.0,0.79,0.05,0.11,1.72,1.0,1.72,133403
LONGi Solar_400W_Bifacial_331,LONGi Solar,Bifacial,400.0,24.0,0.79,0.05,0.08,1.82,1.0,1.82,154402
Mercury_110W_Monocrystalline_332,Mercury,Monocrystalline,110.0,24.0,0.81,0.05,0.08,1.19,0.58,0.69,22049
Sukam_270W_Half-Cut_333,Sukam,Half-Cut,270.0,36.0,0.81,0.04,0.11,1.64,0.94,1.54,49439
Sukam_350W_Bifacial_334,Sukam,Bifacial,350.0,36.0,0.8,0.06,0.08,1.61,0.91,1.47,76981
Prag_190W_Polycrystalline_335,Prag,Polycrystalline,190.0,48.0,0.8,0.06,0.09,1.56,0.96,1.5,45945
Trina Solar_90W_Half-Cut_336,Trina Solar,Half-Cut,90.0,36.0,0.79,0.06,0.11,1.3,0.5,0.65,29556
Canadian Solar_250W_Monocrystalline_337,Canadian Solar,Monocrystalline,250.0,12.0,0.79,0.05,0.1,1.53,0.83,1.27,96867
Mercury_370W_Half-Cut_338,Mercury,Half-Cut,370.0,24.0,0.81,0.06,0.08,1.76,0.99,1.74,76741
Prag_490W_Monocrystalline_339,Prag,Monocrystalline,490.0,12.0,0.78,0.05,0.09,2.02,1.0,2.02,96908
Mercury_490W_Polycrystalline_340,Mercury,Polycrystalline,490.0,36.0,0.79,0.05,0.09,2.03,1.0,2.03,85255
LONGi Solar_420W_Bifacial_341,LONGi Solar,Bifacial,420.0,12.0,0.81,0.05,0.11,1.76,1.0,1.76,137264
Trina Solar_450W_Polycrystalline_342,Trina Solar,Polycrystalline,450.0,12.0,0.78,0.06,0.08,1.73,0.99,1.71,104014
Auxano Solar_460W_Monocrystalline_343,Auxano Solar,Monocrystalline,460.0,36.0,0.79,0.04,0.1,2.02,1.0,2.02,124473
Renogy_530W_Half-Cut_344,Renogy,Half-Cut,530.0,12.0,0.79,0.05,0.1,2.04,1.0,2.04,198188
Mercury_300W_Polycrystalline_345,Mercury,Polycrystalline,300.0,48.0,0.81,0.05,0.12,1.63,0.96,1.56,65637
Auxano Solar_170W_Half-Cut_346,Auxano Solar,Half-Cut,170.0,48.0,0.81,0.05,0.08,1.5,0.92,1.38,48334
Suntech_430W_Bifacial_347,Suntech,Bifacial,430.0,24.0,0.81,0.05,0.11,1.81,0.99,1.79,159308
Auxano Solar_60W_Bifacial_348,Auxano Solar,Bifacial,60.0,12.0,0.8,0.04,0.09,1.25,0.67,0.84,20384
Mercury_90W_Monocrystalline_349,Mercury,Monocrystalline,90.0,24.0,0.82,0.06,0.09,1.08,0.55,0.59,22392
Must_550W_Bifacial_350,Must,Bifacial,550.0,48.0,0.79,0.05,0.1,2.02,1.0,2.02,76005
Mercury_460W_Bifacial_351,Mercury,Bifacial,460.0,12.0,0.81,0.06,0.1,2.02,1.0,2.02,107201
Auxano Solar_200W_Half-Cut_352,Auxano Solar,Half-Cut,200.0,24.0,0.78,0.06,0.09,1.6,0.84,1.34,66635
Felicity_270W_Half-Cut_353,Felicity,Half-Cut,270.0,48.0,0.79,0.05,0.09,1.63,0.96,1.56,50900
Jinko Solar_260W_Half-Cut_354,Jinko Solar,Half-Cut,260.0,24.0,0.82,0.05,0.11,1.69,0.98,1.66,75169
Jinko Solar_560W_Bifacial_355,Jinko Solar,Bifacial,560.0,12.0,0.8,0.05,0.11,2.0,1.0,2.0,188174
Mercury_120W_Bifacial_356,Mercury,Bifacial,120.0,36.0,0.79,0.06,0.1,1.1,0.62,0.68,27526
Jinko Solar_270W_Polycrystalline_357,Jinko Solar,Polycrystalline,270.0,36.0,0.81,0.05,0.1,1.68,0.95,1.6,61879
Vsun Solar_380W_Bifacial_358,Vsun Solar,Bifacial,380.0,24.0,0.8,0.04,0.12,1.85,0.99,1.83,96970
Auxano Solar_590W_Monocrystalline_359,Auxano Solar,Monocrystalline,590.0,12.0,0.81,0.06,0.11,2.01,1.0,2.01,148997
Prag_70W_Bifacial_360,Prag,Bifacial,70.0,24.0,0.8,0.05,0.09,1.22,0.53,0.65,12782
Renogy_470W_Half-Cut_361,Renogy,Half-Cut,470.0,24.0,0.78,0.05,0.12,2.02,1.0,2.02,165478
Mercury_510W_Polycrystalline_362,Mercury,Polycrystalline,510.0,12.0,0.8,0.05,0.11,2.05,1.0,2.05,103012
Renogy_460W_Bifacial_363,Renogy,Bifacial,460.0,24.0,0.8,0.04,0.09,2.05,1.0,2.05,178130
Sukam_230W_Polycrystalline_364,Sukam,Polycrystalline,230.0,36.0,0.82,0.06,0.1,1.52,0.96,1.46,37517
LONGi Solar_120W_Monocrystalline_365,LONGi Solar,Monocrystalline,120.0,24.0,0.81,0.05,0.09,1.04,0.58,0.6,42234
Must_560W_Monocrystalline_366,Must,Monocrystalline,560.0,24.0,0.82,0.05,0.08,2.03,1.0,2.03,125379
Auxano Solar_430W_Polycrystalline_367,Auxano Solar,Polycrystalline,430.0,48.0,0.8,0.06,0.08,1.75,0.99,1.73,140142
Mercury_510W_Half-Cut_368,Mercury,Half-Cut,510.0,24.0,0.8,0.06,0.08,2.04,1.0,2.04,103654
Prag_380W_Half-Cut_369,Prag,Half-Cut,380.0,12.0,0.8,0.04,0.09,1.83,1.0,1.83,87121
LONGi Solar_450W_Polycrystalline_370,LONGi Solar,Polycrystalline,450.0,36.0,0.79,0.05,0.11,1.92,1.0,1.92,186933
Auxano Solar_430W_Half-Cut_371,Auxano Solar,Half-Cut,430.0,24.0,0.82,0.06,0.1,1.74,0.99,1.72,116370
LONGi Solar_250W_Bifacial_372,LONGi Solar,Bifacial,250.0,36.0,0.81,0.05,0.09,1.53,0.85,1.3,96348
Auxano Solar_380W_Monocrystalline_373,Auxano Solar,Monocrystalline,380.0,36.0,0.78,0.05,0.12,1.89,1.0,1.89,122460
Must_540W_Bifacial_374,Must,Bifacial,540.0,24.0,0.8,0.05,0.1,2.03,1.0,2.03,117246
Jinko Solar_590W_Polycrystalline_375,Jinko Solar,Polycrystalline,590.0,12.0,0.8,0.04,0.12,2.02,1.0,2.02,157193
Suntech_420W_Polycrystalline_376,Suntech,Polycrystalline,420.0,36.0,0.79,0.05,0.11,1.83,0.99,1.81,166123
Mercury_80W_Polycrystalline_377,Mercury,Polycrystalline,80.0,24.0,0.78,0.05,0.12,1.21,0.67,0.81,19366
Vsun Solar_470W_Monocrystalline_378,Vsun Solar,Monocrystalline,470.0,48.0,0.79,0.05,0.09,2.02,1.0,2.02,154414
Trina Solar_320W_Half-Cut_379,Trina Solar,Half-Cut,320.0,24.0,0.81,0.04,0.11,1.66,0.92,1.53,80213
Prag_70W_Bifacial_380,Prag,Bifacial,70.0,24.0,0.79,0.04,0.11,1.29,0.62,0.8,11957
Auxano Solar_490W_Polycrystalline_381,Auxano Solar,Polycrystalline,490.0,36.0,0.78,0.05,0.1,2.01,1.0,2.01,138724
JA Solar_400W_Half-Cut_382,JA Solar,Half-Cut,400.0,36.0,0.82,0.04,0.1,1.92,0.99,1.9,156024
Vsun Solar_520W_Bifacial_383,Vsun Solar,Bifacial,520.0,24.0,0.82,0.05,0.1,2.03,1.0,2.03,176241
Auxano Solar_310W_Bifacial_384,Auxano Solar,Bifacial,310.0,36.0,0.8,0.06,0.11,1.63,0.96,1.56,107579
Felicity_240W_Monocrystalline_385,Felicity,Monocrystalline,240.0,12.0,0.8,0.04,0.12,1.56,0.81,1.26,51612
Renogy_260W_Monocrystalline_386,Renogy,Monocrystalline,260.0,24.0,0.79,0.04,0.08,1.68,0.94,1.58,113608
Felicity_500W_Monocrystalline_387,Felicity,Monocrystalline,500.0,24.0,0.78,0.06,0.11,2.03,1.0,2.03,117457
Vsun Solar_540W_Bifacial_388,Vsun Solar,Bifacial,540.0,36.0,0.78,0.05,0.11,2.01,1.0,2.01,137168
Must_490W_Bifacial_389,Must,Bifacial,490.0,24.0,0.81,0.06,0.12,2.02,1.0,2.02,72525
Prag_110W_Bifacial_390,Prag,Bifacial,110.0,24.0,0.79,0.04,0.1,1.28,0.51,0.65,25160
Canadian Solar_150W_Half-Cut_391,Canadian Solar,Half-Cut,150.0,24.0,0.79,0.06,0.08,1.18,0.54,0.64,52171
Felicity_170W_Polycrystalline_392,Felicity,Polycrystalline,170.0,48.0,0.82,0.05,0.11,1.56,0.95,1.48,23954
Auxano Solar_460W_Monocrystalline_393,Auxano Solar,Monocrystalline,460.0,24.0,0.82,0.06,0.12,2.05,1.0,2.05,121554
Mercury_230W_Monocrystalline_394,Mercury,Monocrystalline,230.0,48.0,0.82,0.05,0.1,1.53,0.89,1.36,39141
Jinko Solar_450W_Half-Cut_395,Jinko Solar,Half-Cut,450.0,24.0,0.78,0.04,0.11,1.83,1.0,1.83,104363
Canadian Solar_150W_Half-Cut_396,Canadian Solar,Half-Cut,150.0,36.0,0.78,0.05,0.11,1.19,0.7,0.83,58091
Must_120W_Polycrystalline_397,Must,Polycrystalline,120.0,36.0,0.78,0.05,0.11,1.19,0.61,0.73,25151
Renogy_440W_Bifacial_398,Renogy,Bifacial,440.0,48.0,0.81,0.05,0.1,1.81,1.0,1.81,145075
Canadian Solar_200W_Monocrystalline_399,Canadian Solar,Monocrystalline,200.0,48.0,0.8,0.05,0.09,1.52,0.94,1.43,87839
Prag_310W_Bifacial_400,Prag,Bifacial,310.0,24.0,0.8,0.05,0.1,1.7,0.99,1.68,47699
Auxano Solar_390W_Monocrystalline_401,Auxano Solar,Monocrystalline,390.0,48.0,0.79,0.06,0.11,1.92,1.0,1.92,126300
Prag_130W_Half-Cut_402,Prag,Half-Cut,130.0,36.0,0.8,0.05,0.1,1.27,0.6,0.76,22227
Canadian Solar_180W_Half-Cut_403,Canadian Solar,Half-Cut,180.0,48.0,0.79,0.05,0.11,1.58,0.96,1.52,80756
Renogy_240W_Half-Cut_404,Renogy,Half-Cut,240.0,48.0,0.8,0.06,0.08,1.51,0.92,1.39,79291
LONGi Solar_440W_Monocrystalline_405,LONGi Solar,Monocrystalline,440.0,36.0,0.8,0.06,0.09,1.74,0.99,1.72,192049
Trina Solar_430W_Half-Cut_406,Trina Solar,Half-Cut,430.0,36.0,0.8,0.04,0.09,1.84,1.0,1.84,108342
Must_500W_Polycrystalline_407,Must,Polycrystalline,500.0,36.0,0.81,0.06,0.12,2.01,1.0,2.01,74389
Felicity_490W_Monocrystalline_408,Felicity,Monocrystalline,490.0,36.0,0.81,0.06,0.1,2.0,1.0,2.0,120789
Mercury_510W_Bifacial_409,Mercury,Bifacial,510.0,24.0,0.81,0.05,0.09,2.02,1.0,2.02,82018
Auxano Solar_500W_Polycrystalline_410,Auxano Solar,Polycrystalline,500.0,36.0,0.8,0.05,0.09,2.03,1.0,2.03,162217
Must_370W_Polycrystalline_411,Must,Polycrystalline,370.0,36.0,0.82,0.05,0.09,1.88,0.99,1.86,64421
Prag_200W_Polycrystalline_412,Prag,Polycrystalline,200.0,24.0,0.8,0.05,0.11,1.51,0.84,1.27,33833
Jinko Solar_120W_Monocrystalline_413,Jinko Solar,Monocrystalline,120.0,48.0,0.78,0.05,0.1,1.21,0.61,0.74,28370
Must_310W_Monocrystalline_414,Must,Monocrystalline,310.0,48.0,0.8,0.04,0.11,1.66,0.98,1.63,49355
Renogy_50W_Polycrystalline_415,Renogy,Polycrystalline,50.0,12.0,0.78,0.05,0.12,1.14,0.64,0.73,16665
Canadian Solar_570W_Bifacial_416,Canadian Solar,Bifacial,570.0,12.0,0.78,0.04,0.12,2.02,1.0,2.02,220381
